probability,verb,prev_layer,subj_freq,obj_freq,iobj_freq,subj_avdist,obj_avdist,iobj_avdist
0.12830267256827343,ajunge:VERB,,0.5365853658536586,0.14634146341463414,0.3170731707317073,-1.0,-0.5555555555555556,-1.5416666666666667
0.8903260267316832,alimenta:VERB,,0.5,0.5,0.0,-2.0,-1.0,0.0
0.40811872403449767,anticipa:VERB,,0.6666666666666666,0.3333333333333333,0.0,-1.0,-1.0,0.0
0.24281618002244817,cita:VERB,,0.2,0.6,0.2,-6.0,-2.3333333333333335,1.0
0.40811872403449767,coexista:VERB,,0.6666666666666666,0.3333333333333333,0.0,-2.5,-1.0,0.0
0.6249474320479105,dori:VERB,,0.40816326530612246,0.5510204081632653,0.04081632653061224,-1.8137254901960784,-0.8026315789473684,1.5
0.3713844118498105,linge:VERB,,0.25,0.75,0.0,-1.0,-0.3333333333333333,0.0
0.34172854899783034,mărturisi:VERB,,0.5158730158730158,0.3333333333333333,0.15079365079365079,-2.75,-2.1009615384615383,-2.172619047619048
0.8903260267316832,nutri:VERB,,0.5,0.5,0.0,-6.0,-1.0,0.0
0.21604383121528978,pesti:VERB,,0.42857142857142855,0.2857142857142857,0.2857142857142857,-1.6666666666666667,-1.5,-5.0
0.8903260267316832,pârli:VERB,,0.5,0.5,0.0,-3.0,-1.0,0.0
0.44108086269386565,rezulta:VERB,,0.65,0.35,0.0,-11.208333333333334,-8.0,0.0
0.8903260267316832,răcori:VERB,,0.5,0.5,0.0,-3.0,-1.0,0.0
0.14203391441456506,sta:VERB,,0.7135416666666667,0.03125,0.2552083333333333,-1.3272058823529411,-0.5,0.16140350877192983
0.40811872403449767,sărbători:VERB,,0.6666666666666666,0.3333333333333333,0.0,-2.0,-1.0,0.0
0.8903260267316832,trasa:VERB,,0.5,0.5,0.0,-1.0,-1.0,0.0
0.20289776069077284,trece:VERB,,0.7383720930232558,0.13953488372093023,0.12209302325581395,-3.271505376344086,-0.7083333333333334,1.6544117647058822
0.24086804781060792,tremura:VERB,,0.8333333333333334,0.16666666666666666,0.0,-1.6,-1.0,0.0
0.3725057696117478,unge:VERB,,0.3214285714285714,0.6071428571428571,0.07142857142857142,-0.625,-0.058823529411764705,3.0
0.7824179554197441,vădi:VERB,,0.4545454545454546,0.5454545454545454,0.0,-1.5,-0.6666666666666666,0.0
0.2745629686147193,îndepărta:VERB,,0.625,0.25,0.125,-1.0,-1.0,4.0
0.3045915132061368,înălța:VERB,,0.7,0.23333333333333334,0.06666666666666667,-1.675,-0.14285714285714285,-1.5
