"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"330583","4.43034655","6.77E-6","0.22571598","0.05","10","5","2","false","посміхнутися:VERB","227.2","3","0","false","0","посміхнутися:VERB","16350"
"330584","4.61514924","1.124E-5","0.21667772","0.05357143","10","8","2","false","дідусь:NOUN","173.0","6","0","false","0","дідусь:NOUN","45491"
"330586","3.439428","0.06359797","0.29074602","0.01506173","9","468","349","false","той:DET","74.08615384615385","119","58","false","2","той:DET","148888281"
"330588","5.54820782","1.2604E-4","0.18023838","0.0","11","5","2","false","атестувати:VERB","359.6","3","0","false","0","атестувати:VERB","175415"
"330589","5.1782815","0.00247295","0.19311426","0.00450448","10","1030","1028","false","що:SCONJ","35.34285714285714","2","147","false","0","що:SCONJ","5098011"
"330592","4.76676658","4.65E-6","0.20978581","0.04761905","10","7","3","false","спитати:VERB","90.0","4","0","false","0","спитати:VERB","11387"
"330593","0.0","0.0","0.0","0.00424208","0","291","291","false","й:CCONJ","33.68131868131868","0","15","false","0","й:CCONJ","0"
"330596","3.47926814","0.00527618","0.28741677","0.0224016","9","171","25","false","сидіти:VERB","92.22818791946308","146","18","false","0","сидіти:VERB","12448808"
"330597","4.05270388","0.00468671","0.24674884","0.01938999","10","278","213","false","ви:PRON","84.9278350515464","65","36","false","2","ви:PRON","11734482"
"330599","4.55070563","0.00301361","0.21974614","0.01346269","10","566","449","false","це:PRON","65.19887955182072","117","69","false","1","це:PRON","7924030"
"330600","7.05395279","3.0519E-4","0.14176449","0.01061224","13","65","64","false","перед:ADP","72.6","1","8","false","0","перед:ADP","629621"
"330603","4.9986262","1.5834E-4","0.20005497","0.0375","11","20","6","false","тюрма:NOUN","228.5","14","2","false","0","тюрма:NOUN","460608"
"330604","4.42556513","0.01883987","0.22595984","0.0030844","10","1403","1401","false","в:ADP","33.34896551724138","2","228","false","0","в:ADP","41278739"
"330607","4.81407255","3.0E-8","0.20772433","0.01388889","11","9","1","false","промовити:VERB","259.77777777777777","8","0","false","0","промовити:VERB","31"
"330608","6.32390408","0.02074805","0.15813017","0.00266239","12","1900","1894","false","і:CCONJ","27.917412250516172","6","257","false","0","і:CCONJ","44094720"
"330610","5.04683402","4.067E-5","0.19814402","0.0","11","8","4","false","камера:NOUN","40.857142857142854","4","1","false","0","камера:NOUN","69971"
"330611","0.0","0.0","0.0","0.0","0","6","6","false","наче:PART","96.0","0","0","false","0","наче:PART","0"
"330613","4.04764581","0.00974578","0.24705719","0.01388889","10","287","260","false","весь:DET","71.20833333333333","27","31","false","0","весь:DET","20859768"
"330616","3.82802548","6.9539E-4","0.26123128","0.03058824","10","66","11","false","видно:ADV","137.11764705882354","55","8","false","0","видно:ADV","1543615"
"330619","4.77650806","4.136E-5","0.20935796","0.01515152","10","12","5","false","мовчати:VERB","115.83333333333333","7","0","false","0","мовчати:VERB","102838"
"330620","1.0","2.06E-6","1.0","0.02339181","1","19","17","false","хоч:SCONJ","87.94736842105263","2","0","false","0","хоч:SCONJ","4243"
"330622","4.0552017","0.00547887","0.24659686","0.01756663","10","127","119","false","увесь:DET","75.58333333333333","8","9","false","0","увесь:DET","11610061"
"330624","0.0","0.0","0.0","0.02711896","0","207","207","false","й:PART","84.58783783783784","0","27","false","0","й:PART","0"
"330627","1.33333333","0.0","0.75","0.0","2","3","1","false","припинитися:VERB","271.6666666666667","2","0","false","0","припинитися:VERB","2"
"330628","0.0","0.0","0.0","0.0","0","1","1","false","розпитування:NOUN","3.0","0","0","false","0","розпитування:NOUN","0"
"330630","1.0","5.9E-7","1.0","0.00197628","1","29","22","false","поки:ADV","32.04347826086956","7","1","false","0","поки:ADV","1193"
"330632","0.0","0.0","0.0","0.01388889","0","17","17","false","що:PART","99.77777777777777","0","3","false","0","що:PART","0"
"330634","4.26398601","3.0E-8","0.23452235","0.05357143","10","9","1","false","гніватися:VERB","223.25","8","1","false","0","гніватися:VERB","114"
"330635","4.35593855","5.0399E-4","0.22957165","0.04910714","10","72","56","false","ніхто:PRON","121.890625","16","6","false","0","ніхто:PRON","1358894"
"330637","5.27338579","3.2229E-4","0.18963149","0.00769231","11","26","18","false","Андрій:PROPN","95.96153846153847","8","0","false","0","Андрій:PROPN","793590"
"330638","0.0","0.0","0.0","0.0020282","0","1769","1769","false","на:ADP","28.014957264957264","0","292","false","0","на:ADP","0"
"330641","4.07143749","0.02862453","0.2456135","0.00536379","10","1337","1309","false","не:PART","37.00869565217391","28","167","false","0","не:PART","65998667"
"330643","4.34567593","1.26E-6","0.2301138","0.04166667","10","9","2","false","перейнятися:VERB","243.33333333333334","7","0","false","0","перейнятися:VERB","3239"
"330644","4.58885975","1.0516E-4","0.21791906","0.05238095","10","16","12","false","навпаки:ADV","177.4","4","1","false","0","навпаки:ADV","203855"
"330648","4.08992132","0.01126873","0.24450348","0.00705401","10","906","759","false","він:PRON","47.57432432432432","147","119","false","0","він:PRON","27649509"
"330649","4.14649682","0.02375759","0.24116743","0.00377084","10","870","866","false","до:ADP","36.86379928315412","4","125","false","0","до:ADP","53037664"
"330652","5.00699388","4.44E-5","0.19972064","0.03333333","10","10","4","false","симпатія:NOUN","168.9","6","0","false","0","симпатія:NOUN","77683"
"330653","0.0","0.0","0.0","0.0","0","2","2","false","неабиякий:ADJ","12.5","0","0","false","0","неабиякий:ADJ","0"
