"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"72","3.19669636","0.00610156","0.31282295","0.02344275","12","531","108","false","使う:VERB","186.77070063694268","423","43","false","2","使う:VERB","41941422"
"73","0.0","0.0","0.0","0.08119658","0","32","32","false","ただし:CCONJ","239.7037037037037","0","1","false","0","ただし:CCONJ","0"
"75","4.29821826","5.409E-5","0.23265454","0.1043956","12","15","4","false","ソング:NOUN","881.0","11","1","false","0","ソング:NOUN","352400"
"76","3.63853007","3.6625E-4","0.27483626","0.09375","11","38","28","false","50:NUM","433.42424242424244","10","3","false","0","50:NUM","2659193"
"78","4.82873051","1.058E-5","0.20709377","0.02222222","13","10","7","false","周年:NOUN","129.4","3","0","false","0","周年:NOUN","70601"
"80","3.06080178","0.015749","0.32671178","0.01147109","11","873","305","false","後:NOUN","110.38603696098562","568","87","false","0","後:NOUN","107197665"
"82","4.43162584","0.05084542","0.22565082","0.00116581","12","6854","6853","false","に:ADP","24.8343143025309","1","853","false","0","に:ADP","341660925"
"84","4.24283593","1.1242E-4","0.23569141","0.10714286","13","48","18","false","変更:NOUN","830.3333333333334","30","10","false","1","変更:NOUN","802383"
"87","0.0","0.0","0.0","0.00111927","0","6904","6904","false","は:ADP","24.326912787586945","0","910","false","0","は:ADP","0"
"89","1.0","0.0","1.0","0.0","1","2","1","false","ED:PROPN","814.0","1","0","false","0","ED:PROPN","30"
"91","0.0","0.0","0.0","0.00379416","0","1980","1980","false","も:ADP","42.56773211567732","0","250","false","0","も:ADP","0"
"93","5.21291759","2.47E-5","0.19183115","0.0952381","13","7","3","false","つき:NOUN","1172.142857142857","4","0","false","0","つき:NOUN","153866"
"94","4.21521901","2.5588E-4","0.2372356","0.07312253","12","29","12","false","歌:NOUN","808.8695652173913","17","3","false","0","歌:NOUN","1839167"
"96","2.89446919","0.01571616","0.34548649","0.01915511","11","1022","208","false","もの:NOUN","141.65252525252527","814","86","false","5","もの:NOUN","122588388"
"98","1.0","4.485E-5","1.0","5.5717E-4","1","11306","11304","false","の:ADP","17.128730048577378","2","1530","false","0","の:ADP","107229"
"101","0.0","0.0","0.0","0.00129439","0","4789","4789","false","が:ADP","25.712370097217566","0","648","false","0","が:ADP","0"
"103","0.0","0.0","0.0","0.00195276","0","2068","2068","false","れる:AUX","36.88903924221921","0","305","false","0","れる:AUX","0"
"105","0.0","0.0","0.0","0.00194246","0","6190","6190","false","た:AUX","32.31655328798186","0","853","false","0","た:AUX","0"
"107","3.7596882","5.5421E-4","0.2659795","0.06448413","12","97","45","false","初めて:ADV","346.375","52","13","false","0","初めて:ADV","4491402"
"108","3.55207869","0.00147878","0.28152529","0.06253501","12","259","118","false","私:PRON","374.10833333333335","141","24","false","0","私:PRON","9090943"
"111","3.94914625","9.157E-5","0.25321929","0.13736264","12","22","6","false","新鮮:ADJ","715.2142857142857","16","3","false","0","新鮮:ADJ","606041"
"113","3.65708983","0.04520419","0.27344146","0.00184893","11","4646","4642","false","だ:AUX","29.327272727272728","4","646","false","0","だ:AUX","232477281"
"116","0.0","0.0","0.0","0.07134146","0","49","49","false","ん:SCONJ","183.9512195121951","0","6","false","0","ん:SCONJ","0"
"119","0.0","0.0","0.0","0.11592742","0","37","37","false","けど:SCONJ","232.0","0","5","false","0","けど:SCONJ","0"
"121","2.9747216","0.00652955","0.33616591","0.03598812","11","742","75","false","思う:VERB","161.9829351535836","667","67","false","1","思う:VERB","51378372"
"123","4.75553081","0.00309228","0.21028147","0.00180915","13","5899","5895","false","て:SCONJ","32.59306875349357","4","732","false","0","て:SCONJ","23783172"
"125","0.0","0.0","0.0","0.00277713","0","2497","2497","false","いる:AUX","41.871297242083756","0","374","false","0","いる:AUX","0"
"128","0.0","0.0","0.0","0.01205298","0","177","177","false","より:ADP","78.68211920529801","0","13","false","0","より:ADP","0"
"131","4.78225687","5.816E-5","0.20910629","0.02248677","13","39","14","false","魚:NOUN","530.6428571428571","25","6","false","0","魚:NOUN","399100"
"136","4.02616927","1.8031E-4","0.24837505","0.07696567","12","53","23","false","年度:NOUN","437.86046511627904","30","6","false","0","年度:NOUN","1244933"
"137","0.0","0.0","0.0","0.16666667","0","8","8","false","平成:PART","264.75","0","1","false","0","平成:PART","0"
"139","4.41610987","4.5663E-4","0.22644364","0.05877167","12","146","123","false","10:NUM","304.421686746988","23","24","false","0","10:NUM","3635010"
"141","4.65315516","1.1736E-4","0.21490794","0.03528529","13","42","10","false","中学校:NOUN","463.1081081081081","32","3","false","0","中学校:NOUN","1020824"
"143","1.28571429","4.0E-8","0.77777778","0.05769231","2","13","8","false","NHK:PROPN","1310.3846153846155","5","0","false","0","NHK:PROPN","105"
"145","4.37271715","1.764E-4","0.22869076","0.05668016","12","52","30","false","全国:NOUN","501.9230769230769","22","6","false","0","全国:NOUN","1242903"
"147","4.45137342","2.1928E-4","0.22464977","0.05428571","13","71","33","false","学校:NOUN","566.48","38","9","false","0","学校:NOUN","1612815"
"149","0.0","0.0","0.0","0.0","0","1","1","false","音楽コンクール:NOUN","37.0","0","0","false","0","音楽コンクール:NOUN","0"
"151","3.45489978","8.3275E-4","0.289444","0.04357054","12","115","39","false","曲:NOUN","399.31111111111113","76","13","false","0","曲:NOUN","6070133"
"154","3.76848552","0.00153649","0.26535859","0.0210681","12","216","67","false","部:NOUN","230.03184713375796","149","23","false","1","部:NOUN","11147896"
"156","3.99008909","1.028E-4","0.25062097","0.08174603","12","49","13","false","課題:NOUN","665.1666666666666","36","8","false","0","課題:NOUN","882535"
"158","5.14101184","6.561E-5","0.19451424","0.08333333","13","4","1","false","審判員:NOUN","1451.25","3","0","false","0","審判員:NOUN","314126"
"159","1.0","1.0E-8","1.0","0.0","1","3","2","false","セントラル:NOUN","333.0","1","0","false","0","セントラル:NOUN","41"
"161","0.0","0.0","0.0","6.541E-4","0","1117","1117","false","・:SYM","13.802997858672377","0","117","false","0","・:SYM","0"
"163","4.14146251","1.3129E-4","0.24146059","0.06149733","12","46","19","false","リーグ:NOUN","496.05882352941177","27","9","false","0","リーグ:NOUN","699192"
"165","6.14055599","3.281E-5","0.1628517","0.0","14","4","1","false","朋大:PROPN","936.0","3","0","false","0","朋大:PROPN","157066"
"168","0.0","0.0","0.0","0.0","0","1","1","false","水落:PROPN","4.0","0","0","false","0","水落:PROPN","0"
"170","7.14032809","0.0","0.14004959","0.0","15","1","0","false","実兄:NOUN","4.0","1","0","false","0","実兄:NOUN","0"
"173","5.22705171","5.0E-8","0.19131244","0.0","13","3","1","false","ライブアクト:NOUN","30.666666666666668","2","0","false","0","ライブアクト:NOUN","250"
"174","4.22731997","8.631E-5","0.2365565","0.04761905","12","10","3","false","多彩:ADJ","345.42857142857144","7","1","false","0","多彩:ADJ","439686"
"177","4.62478658","0.0","0.21622619","0.0","12","6","1","false","盛り上げる:VERB","430.3333333333333","5","0","false","0","盛り上げる:VERB","23"
"179","0.0","0.0","0.0","0.00308341","0","80","80","false","とともに:ADP","39.31645569620253","0","1","false","0","とともに:ADP","0"
"181","3.20515961","0.00654147","0.31199694","0.02607901","11","459","142","false","前:NOUN","202.11406844106463","317","45","false","0","前:NOUN","45165081"
"182","0.0","0.0","0.0","0.0","0","1","1","false","祝日:NOUN","263.0","0","0","false","0","祝日:NOUN","0"
