"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"379819","4.91490216","1.0E-8","0.20346285","0.0","13","3","1","false","قَلَّب:VERB","173.33333333333334","2","0","false","0","قَلَّب:VERB","33"
"379820","4.35942596","4.714E-5","0.229388","0.17582418","13","14","7","false","مِيرَاث:NOUN","602.2142857142857","7","0","false","0","مِيرَاث:NOUN","375613"
"379822","3.85598876","1.254E-4","0.25933686","0.17059891","12","98","31","false","300:NUM","444.91379310344826","67","17","false","0","300:NUM","1651144"
"379823","3.85307843","0.01733967","0.25953274","0.01154513","12","6982","6162","false","بِ:ADP","77.43816631130063","820","842","false","1","بِ:ADP","155213968"
"379826","3.82302173","0.00515692","0.26157319","0.03588664","12","633","312","false","أَلف:NUM","136.45038167938932","321","92","false","0","أَلف:NUM","65117250"
"379828","4.08465051","9.6358E-4","0.24481899","0.05101578","12","800","650","false","دُولَار:NOUN","170.73154362416108","150","51","false","0","دُولَار:NOUN","9249669"
"379830","3.92272568","6.5446E-4","0.25492479","0.0502598","12","314","158","false","حَيَاة:NOUN","220.14383561643837","156","36","false","0","حَيَاة:NOUN","7078218"
"379832","4.55341462","1.0E-7","0.21961541","0.06666667","12","7","2","false","مُتَشَرِّد:ADJ","189.0","5","1","false","0","مُتَشَرِّد:ADJ","1121"
"379834","4.33890311","2.4689E-4","0.230473","0.05124262","13","281","244","false","أَمِيرِكِيّ:ADJ","174.6328125","37","46","false","0","أَمِيرِكِيّ:ADJ","2717545"
"379836","4.63615836","3.456E-5","0.21569582","0.06363636","13","16","4","false","لُونغ:X","274.54545454545456","12","2","false","0","لُونغ:X","344407"
"379837","0.0","0.0","0.0","0.0","0","5","5","false","بِيتش:X","11.0","0","1","false","0","بِيتش:X","0"
"379839","3.82663455","0.00213405","0.26132623","0.04735992","12","916","330","false","وِلَايَة:NOUN","177.14153846153846","586","94","false","0","وِلَايَة:NOUN","16007001"
"379841","4.4072959","5.1E-7","0.2268965","0.23214286","13","450","448","false","مُتَّحِد:ADJ","692.875","2","3","false","0","مُتَّحِد:ADJ","2402"
"379843","3.83752321","0.00153701","0.26058474","0.04004523","12","607","265","false","15:NUM","173.16589861751152","342","71","false","0","15:NUM","14953297"
"379845","3.69225751","7.9236E-4","0.27083701","0.11043689","11","303","156","false","7:NUM","274.78846153846155","147","36","false","9","7:NUM","9242853"
"379847","4.26363591","2.406E-5","0.2345416","0.04761905","12","124","123","false","اف:X","160.39285714285714","1","6","false","0","اف:X","319963"
"379849","4.73445732","1.741E-4","0.21121745","0.01003808","13","408","208","false","ب:X","63.074074074074076","200","35","false","0","ب:X","937695"
"379851","3.87109238","3.615E-5","0.25832502","0.15808081","12","52","14","false","تَغَيَّر:VERB","444.2","38","6","false","0","تَغَيَّر:VERB","660438"
"379852","3.41672939","0.01120405","0.29267755","0.03405403","11","1073","422","false","كُلّ:NOUN","143.7300509337861","651","150","false","2","كُلّ:NOUN","144718778"
"379854","3.90466155","2.1587E-4","0.25610414","0.14495192","12","105","57","false","شَيء:NOUN","430.1384615384615","48","19","false","1","شَيء:NOUN","1543468"
"379857","3.89894124","0.01819835","0.25647988","0.00941139","12","9043","8752","false","فِي:ADP","70.02081051478642","291","885","false","0","فِي:ADP","130614796"
"379861","4.69878067","6.083E-5","0.21282117","0.09090909","13","15","8","false","ستِيفِن:X","178.1818181818182","7","1","false","0","ستِيفِن:X","401925"
"379863","5.3884791","1.2E-7","0.18558112","0.05","13","9","8","false","كِنت:X","72.2","1","1","false","0","كِنت:X","758"
"379865","3.90626725","2.5181E-4","0.25599887","0.14444444","12","59","12","false","عَثَر:VERB","421.10869565217394","47","9","false","0","عَثَر:VERB","1234802"
"379866","0.0","0.0","0.0","0.07923497","0","79","79","false","عِندَمَا:CCONJ","221.39344262295083","0","13","false","0","عِندَمَا:CCONJ","0"
"379869","3.26373626","0.12301552","0.30639731","0.00725834","11","14013","10868","false","هُوَ:PRON","61.54346405228758","3145","1510","false","14","هُوَ:PRON","934636992"
"379870","3.9811832","0.00758246","0.25118161","0.01451056","12","3841","3661","false","عَلَى:ADP","86.99700149925037","180","537","false","0","عَلَى:ADP","48535747"
