"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"1022197","3.34195779","0.0053085","0.2992258","0.01846771","8","570","167","false","ministar:NOUN","90.70204081632653","403","80","false","1","ministar:NOUN","21445081"
"1022198","4.76970618","5.003E-5","0.20965652","0.04285714","9","78","75","false","turski:ADJ","141.18","3","10","false","0","turski:ADJ","366350"
"1022200","3.38574347","0.00153546","0.2953561","0.0380301","8","121","12","false","posjetiti:VERB","185.38372093023256","109","10","false","0","posjetiti:VERB","5804675"
"1022202","3.3265071","0.00140191","0.30061562","0.03606687","8","543","233","false","posao:NOUN","162.80373831775702","310","50","false","0","posao:NOUN","8693032"
"1022203","4.9507673","5.034E-5","0.20198889","0.05555556","10","95","93","false","vanjski:ADJ","239.27777777777777","2","4","false","0","vanjski:ADJ","215739"
"1022206","1.0","9.064E-5","1.0","0.06666667","1","16","7","false","Ahmet:PROPN","99.0","9","5","false","0","Ahmet:PROPN","405551"
"1022208","0.0","0.0","0.0","0.06666667","0","10","10","false","Davutoglu:PROPN","160.0","0","2","false","0","Davutoglu:PROPN","0"
"1022210","4.28198816","1.9643E-4","0.23353638","0.14444444","9","11","9","false","lijevo:ADV","166.6","2","1","false","0","lijevo:ADV","686988"
"1022212","3.30644739","0.00326791","0.30243941","0.02774578","8","350","111","false","član:NOUN","133.74660633484163","239","54","false","1","član:NOUN","18886289"
"1022213","3.87838475","0.00354268","0.2578393","0.01571368","8","702","668","false","s:ADP","88.66492146596859","34","110","false","0","s:ADP","16913270"
"1022216","4.08825224","4.844E-5","0.2446033","0.045","9","75","31","false","predsjedništvo:NOUN","193.6","44","9","false","0","predsjedništvo:NOUN","256405"
"1022218","3.66830776","3.9734E-4","0.27260526","0.05604671","8","225","157","false","BiH:PROPN","171.34545454545454","68","31","false","0","BiH:PROPN","2085017"
"1022220","4.28968732","3.03E-6","0.23311722","0.15","9","9","4","false","Haris:PROPN","110.2","5","2","false","0","Haris:PROPN","13062"
"1022222","0.0","0.0","0.0","0.0","0","5","5","false","Silajdžić:PROPN","37.5","0","1","false","0","Silajdžić:PROPN","0"
"1022224","2.70497041","0.19676493","0.36968981","0.00348771","7","12152","10887","false","biti:AUX","39.19312652068127","1265","1553","false","106","biti:AUX","742812099"
"1022226","4.38558634","3.63E-6","0.22801968","0.05833333","9","44","24","false","Sarajevo:PROPN","209.28","20","5","false","0","Sarajevo:PROPN","19446"
"1022228","4.03299639","2.2046E-4","0.2479546","0.04849095","9","105","43","false","listopad:NOUN","157.46478873239437","62","13","false","0","listopad:NOUN","1099700"
"1022229","3.8668622","0.0287338","0.25860761","0.00423759","8","5912","5805","false","u:ADP","46.420918367346935","107","643","false","0","u:ADP","161434479"
"1022232","3.58733567","1.4272E-4","0.27875841","0.08414634","8","55","18","false","smjer:NOUN","269.2682926829268","37","3","false","0","smjer:NOUN","706474"
"1022233","3.637354","0.00297486","0.27492512","0.0142305","8","501","468","false","nov:ADJ","93.03669724770643","33","86","false","0","nov:ADJ","12283773"
"1022235","2.64746242","0.03259769","0.37772019","0.01303354","7","1760","280","false","imati:VERB","81.40220994475138","1480","219","false","7","imati:VERB","151226264"
"1022237","3.2554863","0.00133384","0.30717377","0.04030805","8","280","101","false","politika:NOUN","160.4247311827957","179","43","false","0","politika:NOUN","7415239"
"1022241","3.40627455","0.0019122","0.29357587","0.02973595","8","150","73","false","uključivati:ADV","122.44186046511628","77","14","false","0","uključivati:ADV","9562380"
"1022243","3.55826743","2.7102E-4","0.28103565","0.03763736","8","148","55","false","napor:NOUN","147.67619047619047","93","21","false","0","napor:NOUN","1701993"
"1022244","3.64033939","2.8696E-4","0.27469966","0.04183536","8","54","32","false","snažan:ADJ","250.71794871794873","22","9","false","0","snažan:ADJ","944923"
"1022247","3.7092128","1.9507E-4","0.26959898","0.05492958","8","101","33","false","jačanje:NOUN","188.1267605633803","68","14","false","0","jačanje:NOUN","1019012"
"1022248","3.65353795","0.01363149","0.2737073","0.00709767","8","2347","2311","false","za:ADP","59.869481765834934","36","376","false","0","za:ADP","57423900"
"1022251","3.3271356","0.00517958","0.30055884","0.03148846","8","303","108","false","odnos:NOUN","145.49019607843138","195","33","false","1","odnos:NOUN","27492582"
"1022253","4.04106217","2.666E-5","0.24745969","0.07386364","8","42","18","false","susjed:NOUN","253.3939393939394","24","4","false","0","susjed:NOUN","172277"
"1022256","3.22599906","9.2525E-4","0.30998149","0.06022282","8","104","17","false","postajati:VERB","194.9878048780488","87","13","false","0","postajati:VERB","4258702"
"1022257","4.60901901","6.596E-5","0.21696591","0.02678879","9","206","197","false","dok:SCONJ","110.58169934640523","9","32","false","0","dok:SCONJ","266067"
"1022260","3.54292149","1.6489E-4","0.28225294","0.06810631","8","47","15","false","sila:NOUN","273.3720930232558","32","4","false","0","sila:NOUN","838080"
"1022261","4.9507673","1.8E-7","0.20198889","0.06461538","10","37","35","false","regionalan:ADJ","206.30769230769232","2","7","false","0","regionalan:ADJ","2261"
"1022264","3.23993086","0.00561146","0.30864856","0.01461492","8","1484","1410","false","htjeti:AUX","76.48676470588235","74","257","false","0","htjeti:AUX","25832561"
"1022266","3.34504792","4.766E-4","0.29894938","0.03651685","8","130","50","false","utjecaj:NOUN","150.61797752808988","80","20","false","1","utjecaj:NOUN","2679356"
"1022267","4.9507673","4.18E-5","0.20198889","0.02597403","10","25","24","false","izravan:ADJ","189.27272727272728","1","1","false","0","izravan:ADJ","181773"
"1022270","3.46283978","6.1749E-4","0.28878033","0.08169014","8","252","66","false","Bosna:PROPN","252.7605633802817","186","12","false","0","Bosna:PROPN","3096146"
"1022271","3.63206411","0.01798751","0.27532554","0.00708876","8","2791","2743","false","na:ADP","61.2140221402214","48","364","false","0","na:ADP","76517088"
"1022274","3.95092442","0.07233455","0.25310532","0.00367431","9","5429","5361","false","i:CCONJ","41.02369200394867","68","889","false","0","i:CCONJ","324570284"
"1022276","4.73335778","3.4E-7","0.21126651","0.2","9","69","65","false","Hercegovina:PROPN","941.2","4","2","false","0","Hercegovina:PROPN","1341"
"1022279","3.46582517","5.2868E-4","0.28853158","0.03915839","8","77","20","false","usmjeriti:ADJ","170.54237288135593","57","7","false","0","usmjeriti:ADJ","2375496"
"1022280","3.42570576","3.787E-5","0.29191065","0.12337662","8","22","8","false","nagađanje:NOUN","318.72727272727275","14","0","false","0","nagađanje:NOUN","170916"
"1022282","3.4902844","4.5132E-4","0.2865096","0.05241228","8","140","67","false","medij:NOUN","222.72916666666666","73","15","false","0","medij:NOUN","2520882"
"1022285","3.55606767","3.8343E-4","0.2812095","0.05056497","8","69","23","false","želja:NOUN","272.21666666666664","46","6","false","0","želja:NOUN","1352431"
"1022287","0.0","0.0","0.0","0.02380952","0","8","8","false","navodan:ADJ","32.57142857142857","0","1","false","0","navodan:ADJ","0"
"1022290","3.54915414","7.1809E-4","0.28175728","0.04673998","8","192","122","false","Turska:PROPN","175.11940298507463","70","18","false","0","Turska:PROPN","3707465"
"1022292","2.9630231","0.00450487","0.33749315","0.03059058","8","481","72","false","postati:VERB","132.64","409","50","false","0","postati:VERB","21668992"
"1022293","3.92719845","0.00228413","0.25463445","0.01082649","9","1818","1800","false","da:SCONJ","67.64180790960452","18","258","false","0","da:SCONJ","12152812"
"1022297","4.1950453","2.7408E-4","0.23837645","0.05112994","9","123","61","false","Balkan:PROPN","149.61666666666667","62","12","false","0","Balkan:PROPN","1454329"
"1022300","4.87990363","7.71E-6","0.20492208","0.13333333","10","11","7","false","široko:ADV","386.6","4","1","false","0","široko:ADV","36887"
"1022303","3.41282145","9.7094E-4","0.29301269","0.04877689","8","139","52","false","stvar:NOUN","205.7863247863248","87","13","false","0","stvar:NOUN","4726230"
"1022304","3.33310637","0.00626628","0.30002043","0.02563539","8","638","421","false","jedan:NUM","118.77837837837838","217","78","false","1","jedan:NUM","30932016"
"1022306","3.17357147","5.3203E-4","0.3151024","0.11646314","8","116","20","false","siguran:ADJ","301.97014925373134","96","13","false","1","siguran:ADJ","2857864"
"1022309","3.60399099","2.0605E-4","0.27747017","0.03793103","9","33","7","false","izazivati:VERB","171.9","26","2","false","0","izazivati:VERB","1083184"
