"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"2913337","3.92202293","0.0","0.25497046","0.83333333","9","3","1","false","prispodoba:NOUN","1392.0","2","0","false","0","prispodoba:NOUN","0"
"2913338","3.77177301","0.02151732","0.2651273","0.00342245","9","1965","1944","false","z:ADP","41.134548611111114","21","297","false","3","z:ADP","93564154"
"2913340","2.92655101","0.08133246","0.34169915","0.01130973","8","2928","2115","false","ta:DET","68.08265802269044","813","378","false","28","ta:DET","308601214"
"2913342","2.42275801","0.17369241","0.41275274","0.00700869","7","6095","843","false","biti:VERB","52.58324022346369","5252","611","false","92","biti:VERB","545343048"
"2913344","3.95030873","7.2213E-4","0.25314477","0.04939668","9","55","20","false","župan:NOUN","251.40384615384616","35","3","false","0","župan:NOUN","2629714"
"2913345","0.0","0.0","0.0","0.0","0","3","3","false","kočevski:ADJ","20.0","0","0","false","0","kočevski:ADJ","0"
"2913348","4.66862687","1.4657E-4","0.21419574","0.04166667","10","10","4","false","Janko:PROPN","301.55555555555554","6","1","false","0","Janko:PROPN","403430"
"2913350","0.0","0.0","0.0","0.0","0","1","1","false","Veber:PROPN","9.0","0","0","false","0","Veber:PROPN","0"
"2913352","3.90820347","4.6956E-4","0.25587204","0.01847291","9","30","12","false","Matjaž:PROPN","128.89655172413794","18","1","false","0","Matjaž:PROPN","2100107"
"2913353","3.67474272","0.05866151","0.27212789","0.0035212","9","3680","3650","false","in:CCONJ","37.6104821802935","30","579","false","4","in:CCONJ","246536478"
"2913356","0.0","0.0","0.0","0.0","0","1","1","false","Vehovec:PROPN","29.0","0","0","false","0","Vehovec:PROPN","0"
"2913358","3.30543958","0.00249418","0.30253162","0.02131896","8","200","64","false","predsednik:NOUN","117.25","136","29","false","1","predsednik:NOUN","12172504"
"2913360","4.04369303","2.5008E-4","0.24729869","0.03996599","9","61","26","false","uprava:NOUN","192.44897959183675","35","6","false","1","uprava:NOUN","1187801"
"2913362","1.0","6.0E-8","1.0","0.0","1","2","1","false","mlekarna:NOUN","33.0","1","0","false","0","mlekarna:NOUN","199"
"2913363","0.0","0.0","0.0","0.01102941","0","19","19","false","ljubljanski:ADJ","43.23529411764706","0","2","false","0","ljubljanski:ADJ","0"
"2913366","3.42199353","9.9312E-4","0.29222732","0.06402293","8","127","17","false","odpreti:VERB","250.33695652173913","110","10","false","0","odpreti:VERB","3667129"
"2913367","4.32125845","3.608E-5","0.23141407","0.05525847","9","36","28","false","včeraj:ADV","158.85294117647058","8","2","false","0","včeraj:ADV","102272"
"2913369","4.28591591","5.234E-5","0.23332236","0.0","9","9","6","false","Kočevje:PROPN","282.85714285714283","3","2","false","0","Kočevje:PROPN","89071"
"2913370","3.28620994","0.04957643","0.30430192","0.00275825","8","3824","3796","false","v:ADP","35.758985200845665","28","540","false","5","v:ADP","110790346"
"2913374","4.21946486","2.6E-7","0.23699688","0.0","9","3","1","false","sirarna:NOUN","132.33333333333334","2","0","false","0","sirarna:NOUN","3355"
"2913375","5.67421347","6.9E-7","0.17623588","0.0","11","5","4","false","obnovljen:ADJ","50.4","1","0","false","0","obnovljen:ADJ","1894"
"2913377","4.6745075","5.218E-5","0.21392628","0.06666667","10","7","6","false","povečan:ADJ","412.6666666666667","1","1","false","0","povečan:ADJ","206990"
"2913381","3.89426639","6.586E-5","0.25678777","0.0770751","9","26","8","false","naložba:NOUN","330.6521739130435","18","2","false","0","naložba:NOUN","207465"
"2913382","3.49332549","0.00698768","0.28626018","0.00734381","9","1613","1597","false","ki:SCONJ","58.380024360535934","16","240","false","5","ki:SCONJ","27059705"
"2913384","3.2329903","0.07289832","0.30931117","0.00269524","8","11908","11776","false","biti:AUX","32.983732351135664","132","1659","false","3","biti:AUX","247627849"
"2913386","3.21993531","0.00796466","0.31056525","0.03201784","8","442","314","false","en:NUM","135.21666666666667","128","59","false","6","en:NUM","29535388"
"2913388","4.16683328","0.00424909","0.2399904","0.01043843","9","474","467","false","od:ADP","80.78402366863905","7","55","false","2","od:ADP","15720000"
"2913390","3.97724199","2.7041E-4","0.25143051","0.04004884","9","149","112","false","trije:NUM","118.01098901098901","37","22","false","0","trije:NUM","1296985"
"2913392","3.09967657","0.00798826","0.3226143","0.01928544","8","495","300","false","velik:ADJ","112.38940809968847","195","68","false","2","velik:ADJ","26218182"
"2913394","4.31937665","1.1386E-4","0.23151489","0.01709402","9","48","45","false","letošnji:ADJ","66.96296296296296","3","5","false","0","letošnji:ADJ","300029"
"2913397","3.24422229","0.0016557","0.30824028","0.03211793","8","142","54","false","družba:NOUN","170.16806722689077","88","14","false","0","družba:NOUN","7826685"
"2913400","3.08174066","0.0017305","0.32449194","0.05606061","8","179","23","false","stati:VERB","210.5785123966942","156","18","false","0","stati:VERB","6530418"
"2913402","3.89373714","4.6391E-4","0.25682268","0.05137255","9","87","26","false","milijarda:NOUN","148.6078431372549","61","15","false","0","milijarda:NOUN","1248793"
"2913404","3.36248162","6.3819E-4","0.29739939","0.03594389","8","110","60","false","tolar:NOUN","180.42372881355934","50","11","false","0","tolar:NOUN","2445334"
"2913406","3.50796824","0.00220564","0.28506529","0.02965839","9","256","70","false","milijon:NOUN","135.69565217391303","186","36","false","1","milijon:NOUN","8414659"
"2913408","4.17835931","1.1114E-4","0.23932839","0.05514706","9","18","8","false","dvesto:NUM","151.88235294117646","10","1","false","0","dvesto:NUM","425964"
"2913410","3.41540723","3.428E-5","0.29279085","0.18181818","8","16","11","false","petdeset:NUM","304.5833333333333","5","3","false","0","petdeset:NUM","131605"
"2913413","3.38435754","4.046E-5","0.29547706","0.0989011","8","19","3","false","dodeliti:VERB","530.3571428571429","16","5","false","0","dodeliti:VERB","119974"
"2913414","3.76548074","7.0152E-4","0.26557034","0.0289291","9","133","75","false","vlada:NOUN","140.3265306122449","58","13","false","0","vlada:NOUN","3197969"
"2913416","4.10261688","2.1575E-4","0.24374686","0.04941176","9","93","39","false","republika:NOUN","214.64705882352942","54","10","false","0","republika:NOUN","929833"
"2913418","3.92143487","6.1732E-4","0.2550087","0.03280268","9","279","189","false","Slovenija:PROPN","138.68387096774194","90","27","false","0","Slovenija:PROPN","2901919"
"2913420","3.63987063","0.00156117","0.27473504","0.02805868","9","137","42","false","sredstvo:NOUN","166.89915966386553","95","12","false","0","sredstvo:NOUN","5765370"
"2913422","3.92843281","0.00113521","0.25455444","0.03272814","9","139","59","false","ministrstvo:NOUN","147.6195652173913","80","18","false","0","ministrstvo:NOUN","3275216"
"2913424","4.4896207","1.1365E-4","0.22273597","0.04736842","10","31","13","false","kmetijstvo:NOUN","133.1","18","6","false","0","kmetijstvo:NOUN","530130"
"2913425","3.84933843","0.01489886","0.2597849","0.00492344","9","1715","1690","false","za:ADP","48.45083682008368","25","281","false","6","za:ADP","67742890"
"2913428","4.6745075","1.4E-7","0.21392628","0.0","10","4","3","false","gozdarstvo:NOUN","1202.5","1","1","false","0","gozdarstvo:NOUN","1195"
"2913432","3.31473096","0.0111903","0.30168361","0.00809384","8","2191","1844","false","on:PRON","62.30538302277433","347","345","false","1","on:PRON","39476484"
"2913434","3.45974713","7.7622E-4","0.28903846","0.03091448","9","108","36","false","sklad:NOUN","163.5810810810811","72","11","false","1","sklad:NOUN","2309383"
"2913437","3.23228462","0.00256034","0.3093787","0.02676887","8","206","78","false","program:NOUN","145.63125","128","26","false","0","program:NOUN","10719727"
"2913440","3.89567774","1.877E-5","0.25669474","0.1","9","10","4","false","sanacija:NOUN","269.0","6","0","false","0","sanacija:NOUN","136978"
"2913442","3.69114966","4.027E-4","0.2709183","0.075","9","52","18","false","škoda:NOUN","342.0","34","5","false","0","škoda:NOUN","1633305"
"2913444","3.8613349","7.891E-5","0.2589778","0.03508772","9","22","8","false","suša:NOUN","201.1578947368421","14","1","false","1","suša:NOUN","319907"
"2913445","4.27003822","0.00271522","0.23418994","0.00796892","9","727","720","false","po:ADP","61.61882352941176","7","107","false","4","po:ADP","8891851"
"2913448","3.15718906","0.01333401","0.31673745","0.01262244","8","1419","514","false","leto:NOUN","79.91185897435898","905","197","false","2","leto:NOUN","47108070"
"2913449","0.0","0.0","0.0","0.00639428","0","514","513","false","iz:ADP","56.40720221606648","1","71","false","1","iz:ADP","0"
"2913452","0.0","0.0","0.0","0.0","0","6","6","false","1993:NUM","226.66666666666666","0","1","false","0","1993:NUM","0"
