probability,verb,prev_layer,subj_freq,obj_freq,iobj_freq,subj_avdist,obj_avdist,iobj_avdist
0.7233192866406176,γίγνομαι:VERB,,0.4973821989528796,0.05301047120418848,0.4496073298429319,-0.019672855879752427,-2.779275808936826,1.229367921385743
0.890326026731683,εἶπό:VERB,,0.5,0.0,0.5,-1.0,0.0,1.0
0.13517635804652448,ζάω:VERB,,0.8,0.1,0.1,-0.625,-6.0,1.0
0.18034260662645799,θαρσέω:VERB,,0.75,0.125,0.125,-0.16666666666666666,-1.0,2.0
0.6602582992655679,καθηγέομαι:VERB,,0.46153846153846156,0.07692307692307693,0.46153846153846156,-0.6666666666666666,2.0,1.0
0.4081187240344978,κλῄζω:VERB,,0.3333333333333333,0.0,0.6666666666666666,-2.0,0.0,0.0
0.22735196805067528,κτυπέω:VERB,,0.6666666666666666,0.16666666666666666,0.16666666666666666,-1.75,2.0,5.0
0.24116342193906073,παραφορέω:VERB,,0.5,0.25,0.25,-2.0,3.0,3.0
0.1594445649844149,πληθύνω:VERB,,0.5714285714285714,0.2857142857142857,0.14285714285714285,-1.6666666666666667,-1.5,5.0
0.37500801192317984,πρεσβεύω:VERB,,0.4,0.2,0.4,-2.5,1.0,1.5
0.17878680752944381,προδείκνυμι:VERB,,0.2,0.3,0.5,-0.5,-0.6666666666666666,0.125
0.24116342193906073,προσμείγνυμι:VERB,,0.25,0.25,0.5,0.0,-4.5,1.0
0.3713844118498105,πρόσειμι#2:VERB,,0.75,0.0,0.25,-2.0,0.0,4.0
0.17067010339029348,πρόσκειμαι:VERB,,0.2692307692307693,0.3076923076923077,0.42307692307692313,-2.0833333333333335,2.125,2.375
0.5058320521438713,στρατηγέω:VERB,,0.5,0.10526315789473684,0.39473684210526316,-1.5263157894736843,-2.25,0.6
0.10804292862559639,συμβαίνω:VERB,,0.7894736842105263,0.14035087719298245,0.07017543859649122,-1.140625,-2.0,1.25
0.5900782942623751,συμφωνέω:VERB,,0.6,0.0,0.4,-1.0,0.0,1.5
0.890326026731683,τριηραρχέω:VERB,,0.5,0.0,0.5,-1.0,0.0,1.0
0.44736438943835366,φαίνω:VERB,,0.41025641025641024,0.14102564102564102,0.4487179487179487,-1.8260546642899582,-0.3201754385964912,0.033653846153846145
0.5900782942623749,ἀντιτάσσω:VERB,,0.4,0.0,0.6000000000000001,-2.0,0.0,2.0
0.1505719632970485,ἀπιθέω:VERB,,0.7142857142857143,0.25,0.03571428571428571,-1.1,0.2857142857142857,3.0
0.24281618002244817,ἐν-εἰμί:VERB,,0.6,0.2,0.2,-0.3333333333333333,-5.0,3.0
0.11095468521639291,ἐνίστημι:VERB,,0.7272727272727273,0.2727272727272727,0.0,-0.4285714285714286,0.3333333333333333,0.0
0.24116342193906073,ἐνυφαίνω:VERB,,0.5,0.25,0.25,-3.0,-1.0,4.0
0.4081187240344978,ἐπανίστημι:VERB,,0.6666666666666666,0.0,0.3333333333333333,-1.0,0.0,1.0
0.24281618002244812,ἐπαρκέω:VERB,,0.2,0.2,0.6,-1.0,1.0,0.3333333333333333
0.12933845197325763,ἔνειμι:VERB,,0.6190476190476191,0.2857142857142857,0.09523809523809523,-0.16666666666666663,0.8333333333333334,0.5
0.34569973300563556,ἔπειμι#1:VERB,,0.7777777777777778,0.0,0.2222222222222222,-0.5714285714285714,0.0,0.75
0.3713844118498105,ἔρρω:VERB,,0.75,0.0,0.25,-2.3333333333333335,0.0,1.0
0.23761792263311746,ὑπολείπω:VERB,,0.7,0.2,0.1,-1.7083333333333335,1.0,2.0
