probability,verb,prev_layer,subj_freq,obj_freq,iobj_freq,subj_avdist,obj_avdist,iobj_avdist
0.3003461500192157,dorównywać:VERB,,0.5,0.25,0.25,4.0,2.0,2.0
0.17335471510636075,nadrabiać:VERB,,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
0.17335471510636075,odpychać:VERB,,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
0.14809471266739757,okradać:VERB,,0.42857142857142855,0.5714285714285714,0.0,1.6666666666666667,0.0,0.0
0.1733547151063608,opadać:VERB,,0.6666666666666666,0.0,0.3333333333333333,2.5,0.0,1.0
0.7912772265573574,popsuć:VERB,,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,1.0,2.0
0.17335471510636075,popędzać:VERB,,0.3333333333333333,0.6666666666666666,0.0,3.0,0.0,0.0
0.3003461500192157,pożyczyć:VERB,,0.5,0.25,0.25,2.0,1.0,1.0
0.16862050621825578,przejąć:VERB,,0.625,0.375,0.0,0.4,0.0,0.0
0.29815453233285294,puścić:VERB,,0.3,0.5,0.2,2.0,0.4,0.5
0.17001671208414662,rozpoznać:VERB,,0.36363636363636365,0.6363636363636364,0.0,1.75,0.0,0.0
0.1733547151063608,sprostać:VERB,,0.3333333333333333,0.0,0.6666666666666666,2.0,0.0,0.5
0.17335471510636075,trenować:VERB,,0.3333333333333333,0.6666666666666666,0.0,4.5,0.0,0.0
0.14809471266739757,ukryć:VERB,,0.42857142857142855,0.5714285714285714,0.0,2.6666666666666665,0.0,0.0
0.135233545989651,ustalić:VERB,,0.5555555555555556,0.4444444444444444,0.0,0.6,0.0,0.0
0.17335471510636075,wciągać:VERB,,0.3333333333333333,0.6666666666666666,0.0,2.0,0.0,0.0
0.18522117525734036,wykonać:VERB,,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.0
0.7912772265573574,wykłuć:VERB,,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,2.0,3.0
0.7912772265573574,wypisać:VERB,,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,1.0,3.0
0.12707918327503803,wystarczać:VERB,,0.75,0.0,0.25,3.3333333333333335,0.0,1.0
0.17335471510636075,zakryć:VERB,,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
0.1733547151063608,łagodnieć:VERB,,0.6666666666666666,0.0,0.3333333333333333,2.0,0.0,1.0
