"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"630301","3.27923449","7.4371E-4","0.30494922","0.02677702","8","89","14","false","izteikt:VERB","154.67088607594937","75","4","false","0","izteikt:VERB","1705008"
"630302","0.0","0.0","0.0","0.0","0","1","1","false","50.:ADJ","79.0","0","0","false","0","50.:ADJ","0"
"630304","3.17319349","0.01982988","0.31513994","0.01147017","8","1539","680","false","gads:NOUN","66.70338983050847","859","231","false","3","gads:NOUN","43526998"
"630305","0.0","0.0","0.0","0.0","0","3","3","false","1995.:ADJ","590.0","0","1","false","0","1995.:ADJ","0"
"630308","3.38670571","0.00260691","0.29527219","0.03665689","8","217","83","false","grupa:NOUN","144.6516129032258","134","33","false","0","grupa:NOUN","6735308"
"630310","4.19846081","1.231E-4","0.23818253","0.09210526","9","21","13","false","zinātnieks:NOUN","282.6","8","1","false","0","zinātnieks:NOUN","310346"
"630312","3.70067425","3.3658E-4","0.27022103","0.03115547","8","74","29","false","viedoklis:NOUN","128.93103448275863","45","8","false","0","viedoklis:NOUN","971642"
"630313","0.0","0.0","0.0","0.00688592","0","190","190","false","savs:DET","50.43571428571428","0","28","false","0","savs:DET","0"
"630316","3.14145611","0.00986823","0.31832372","0.01987063","7","361","288","false","tas:DET","84.68807339449542","73","41","false","0","tas:DET","23578496"
"630317","0.0","0.0","0.0","0.00630824","0","1246","1245","false","par:ADP","46.97971014492754","1","183","false","1","par:ADP","0"
"630320","3.42947627","5.2257E-4","0.29158971","0.07202112","8","66","12","false","spiest:VERB","199.73076923076923","54","7","false","0","spiest:VERB","1530406"
"630321","6.66798338","3.2208E-4","0.14997038","0.01227005","11","1445","1435","false","ka:SCONJ","61.98783783783784","10","209","false","0","ka:SCONJ","552671"
"630323","0.0","0.0","0.0","0.02134146","0","52","52","false","ap:ADP","128.41463414634146","0","7","false","0","ap:ADP","0"
"630325","0.0","0.0","0.0","0.0","0","2","2","false","2050.:ADJ","590.0","0","1","false","0","2050.:ADJ","0"
"630328","3.03582374","0.02102886","0.32939989","0.02649289","7","637","331","false","cilvēks:NOUN","103.89672544080605","306","103","false","0","cilvēks:NOUN","54807388"
"630330","3.23959681","0.05551012","0.30868039","0.00631389","8","3703","3581","false","būt:AUX","45.68832662449684","122","589","false","3","būt:AUX","141131853"
"630333","3.49867193","1.0658E-4","0.28582274","0.07142857","8","30","6","false","pievērsties:VERB","279.4642857142857","24","2","false","0","pievērsties:VERB","362379"
"630335","3.23843901","0.00953887","0.30879075","0.01945602","7","611","368","false","valsts:NOUN","85.6140350877193","243","85","false","0","valsts:NOUN","22522016"
"630336","4.43063407","1.0428E-4","0.22570133","0.05978261","9","27","14","false","augs:NOUN","260.125","13","3","false","0","augs:NOUN","217390"
"630338","3.43301778","5.7352E-4","0.29128891","0.06091954","7","35","21","false","pārtika:NOUN","239.63333333333333","14","5","false","0","pārtika:NOUN","1169846"
"630341","3.71545325","1.737E-4","0.26914617","0.07333333","8","28","15","false","sakars:NOUN","246.12","13","3","false","0","sakars:NOUN","402098"
"630343","3.59613158","3.7269E-4","0.27807659","0.04826546","8","60","23","false","trūkums:NOUN","149.78846153846155","37","6","false","1","trūkums:NOUN","978053"
"630344","4.32922427","0.01299874","0.23098826","0.00338445","8","1399","1395","false","ar:ADP","37.76536312849162","4","213","false","0","ar:ADP","19760712"
"630346","3.9178642","1.3135E-4","0.25524111","0.10079051","8","23","14","false","enerģija:NOUN","297.3478260869565","9","0","false","0","enerģija:NOUN","336941"
"630349","3.85309542","3.6192E-4","0.2595316","0.04678363","8","32","14","false","platība:NOUN","171.57894736842104","18","6","false","0","platība:NOUN","900514"
"630350","4.09868555","4.49E-6","0.24398066","0.03333333","8","7","3","false","degradēt:VERB","167.83333333333334","4","1","false","0","degradēt:VERB","14652"
"630352","0.0","0.0","0.0","0.0","0","1","1","false","ganības:NOUN","19.0","0","0","false","0","ganības:NOUN","0"
"630355","3.59558673","0.00274779","0.27811873","0.01905324","8","170","102","false","ūdens:NOUN","106.12408759124088","68","20","false","0","ūdens:NOUN","6504957"
"630358","3.37192672","0.0044066","0.29656635","0.03644276","8","400","146","false","skaits:NOUN","129.04597701149424","254","59","false","8","skaits:NOUN","10809809"
"630359","4.56514336","0.0433069","0.21905117","0.00355139","9","4001","3994","false","un:CCONJ","35.358615004122015","7","659","false","0","un:CCONJ","118139385"
"630361","4.06885514","2.4023E-4","0.24576938","0.01512605","8","36","29","false","milzīgs:ADJ","95.08571428571429","7","1","false","0","milzīgs:ADJ","583023"
"630363","3.74855275","0.00143733","0.26676962","0.03982522","8","130","74","false","iedzīvotājs:NOUN","141.62222222222223","56","21","false","0","iedzīvotājs:NOUN","3702334"
"630366","3.0194102","0.00227225","0.33119051","0.03531491","7","201","27","false","atzīt:VERB","120.2814371257485","174","17","false","0","atzīt:VERB","6341242"
"630368","2.98556153","0.00646057","0.33494537","0.03690002","7","373","88","false","nākt:VERB","126.43650793650794","285","46","false","2","nākt:VERB","18151391"
"630370","4.65912961","5.025E-5","0.21463236","0.0","9","8","6","false","uzturs:NOUN","67.85714285714286","2","1","false","0","uzturs:NOUN","208308"
"630371","4.31308316","4.8844E-4","0.23185271","0.01105769","8","87","83","false","šāds:DET","64.50769230769231","4","10","false","0","šāds:DET","1439844"
"630374","3.08935504","0.00531454","0.32369216","0.04775828","7","305","229","false","viss:PRON","148.24736842105264","76","44","false","0","viss:PRON","16221898"
"630377","3.46768372","0.0026698","0.28837693","0.03602261","8","202","121","false","labs:ADJ","137.84285714285716","81","29","false","0","labs:ADJ","7211921"
"630378","1.0","4.176E-5","1.0","0.02136947","1","320","319","false","tikai:PART","89.65829145728644","1","30","false","0","tikai:PART","59071"
"630382","3.91296057","1.4074E-4","0.25556097","0.02615385","8","29","11","false","aspekts:NOUN","100.53846153846153","18","2","false","0","aspekts:NOUN","377552"
"630383","3.41006606","0.00236151","0.29324945","0.03046358","8","228","105","false","attiecība:NOUN","116.81456953642385","123","34","false","0","attiecība:NOUN","6045402"
"630385","3.93311993","2.538E-5","0.25425108","0.14285714","8","8","3","false","ērts:ADJ","592.0","5","0","false","0","ērts:ADJ","76267"
"630388","3.21283117","0.00648589","0.31125196","0.03076311","7","428","255","false","bērns:NOUN","114.18545454545455","173","74","false","0","bērns:NOUN","16363081"
"630389","4.2154873","7.225E-5","0.2372205","0.1125","9","21","18","false","vidējs:ADJ","320.375","3","2","false","0","vidējs:ADJ","214230"
"630392","3.28270789","0.00260297","0.30462656","0.03117475","8","224","48","false","saistīt:VERB","132.51633986928104","176","18","false","0","saistīt:VERB","6833672"
"630393","0.0","0.0","0.0","0.03144921","0","238","238","false","jo:SCONJ","99.52197802197803","0","23","false","0","jo:SCONJ","0"
"630395","3.28359327","6.2144E-4","0.30454442","0.05","7","99","38","false","pieredze:NOUN","172.3684210526316","61","13","false","0","pieredze:NOUN","1499913"
"630396","6.95573112","5.3827E-4","0.14376634","0.01333333","11","145","141","false","visa:DET","65.42","4","18","false","0","visa:DET","959015"
"630398","3.8780222","8.968E-5","0.2578634","0.06781609","9","35","19","false","bērnība:NOUN","185.93333333333334","16","4","false","0","bērnība:NOUN","240306"
"630403","3.95559491","3.607E-5","0.25280647","0.06126482","8","27","11","false","treniņš:NOUN","213.0","16","3","false","0","treniņš:NOUN","116964"
"630405","4.77572703","4.584E-5","0.2093922","0.05555556","9","9","5","false","saskarsme:NOUN","203.33333333333334","4","0","false","0","saskarsme:NOUN","92461"
"630408","3.88980454","4.0571E-4","0.25708233","0.07270408","8","61","37","false","vecāks:NOUN","175.87755102040816","24","8","false","0","vecāks:NOUN","1159092"
"630409","5.72927876","8.9154E-4","0.17454204","0.01230188","10","230","221","false","gan:CCONJ","60.065989847715734","9","16","false","0","gan:CCONJ","1782662"
"630414","3.14990125","0.00836255","0.31747027","0.02764022","7","349","252","false","jauns:ADJ","116.5","97","55","false","0","jauns:ADJ","20400191"
"630417","3.94878431","2.99E-6","0.2532425","0.09722222","8","9","1","false","diplomāts:NOUN","332.1111111111111","8","0","false","0","diplomāts:NOUN","10539"
"630418","3.68936866","0.00724199","0.27104909","0.014218","8","1195","1088","false","viņš:PRON","69.55282199710564","107","194","false","0","viņš:PRON","22308207"
"630421","3.3671593","0.01184699","0.29698625","0.01276703","7","537","343","false","liels:ADJ","75.02890173410404","194","70","false","2","liels:ADJ","33743513"
"630423","3.24484097","9.9662E-4","0.30818151","0.07879747","7","92","25","false","prast:VERB","201.0375","67","10","false","0","prast:VERB","2888770"
"630425","4.23939249","0.0","0.23588285","0.33333333","9","3","2","false","plastisks:ADJ","624.0","1","0","false","0","plastisks:ADJ","0"
"630429","3.83450249","0.00179639","0.26079003","0.02656629","8","146","119","false","dažāds:ADJ","115.28703703703704","27","20","false","0","dažāds:ADJ","4618387"
