"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"225077","2.50133703","0.03614914","0.39978619","0.0210073","11","14333","12259","false","qui:PRON","101.04861878453039","2074","952","false","3","qui:PRON","72630624"
"225078","2.47489353","0.05216533","0.40405779","0.01546853","10","17583","16690","false","sum:AUX","85.7094017094017","893","1114","false","22","sum:AUX","89495981"
"225080","2.95582846","3.8417E-4","0.33831463","0.14276385","11","116","47","false","officium:NOUN","354.90909090909093","69","15","false","0","officium:NOUN","1006286"
"225082","3.03981381","2.4314E-4","0.32896752","0.17697149","11","130","57","false","sapiens:ADJ","389.2027027027027","73","19","false","0","sapiens:ADJ","579377"
"225084","3.07269486","3.135E-5","0.32544722","0.1754386","11","33","10","false","meditor:VERB","568.3684210526316","23","7","false","1","meditor:VERB","77389"
"225085","2.72031296","0.00129784","0.36760476","0.11994801","11","730","333","false","veritas:NOUN","261.8731343283582","397","115","false","6","veritas:NOUN","3349698"
"225087","3.3105873","1.6E-7","0.30206121","0.25","11","6","3","false","guttur:NOUN","465.0","3","2","false","0","guttur:NOUN","547"
"225089","3.05605625","0.00225929","0.32721911","0.048132","11","605","559","false","meus:ADJ","163.76363636363635","46","96","false","0","meus:ADJ","5054941"
"225091","3.25710607","7.92E-6","0.30702101","0.20512821","11","17","5","false","detestor:VERB","603.2307692307693","12","3","false","0","detestor:VERB","18520"
"225092","2.60671487","0.07642758","0.38362462","0.01040402","10","15648","15451","false","et:CCONJ","70.97169143665958","197","1515","false","11","et:CCONJ","130983705"
"225094","3.30939883","3.2E-7","0.30216968","0.14285714","11","11","5","false","labium:NOUN","261.75","6","3","false","0","labium:NOUN","310"
"225098","3.1015153","1.584E-5","0.32242304","0.25","11","15","10","false","impius:ADJ","537.0833333333334","5","3","false","0","impius:ADJ","65175"
"225100","2.86619788","5.9885E-4","0.34889426","0.15706188","11","283","90","false","usus:NOUN","336.3972602739726","193","43","false","1","usus:NOUN","1603418"
"225101","2.78557988","4.2837E-4","0.35899168","0.17454199","11","275","117","false","multitudo:NOUN","334.1476510067114","158","53","false","0","multitudo:NOUN","1180488"
"225103","2.80172328","3.6204E-4","0.35692319","0.27881356","11","82","20","false","obtineo:VERB","528.55","62","15","false","1","obtineo:VERB","714238"
"225105","3.1340002","3.48E-5","0.31908103","0.25","11","26","7","false","censeo:VERB","552.56","19","1","false","0","censeo:VERB","103999"
"225107","2.45201545","0.0120809","0.40782777","0.06128561","11","4593","2227","false","res:NOUN","170.01620947630923","2366","379","false","3","res:NOUN","27383121"
"225108","2.94037833","0.0286955","0.34009229","0.0161612","10","13001","12851","false","in:ADP","88.50557880055788","150","744","false","0","in:ADP","60464043"
"225110","2.39021492","0.00436064","0.41837242","0.09247471","11","2101","277","false","sequor:VERB","213.1113172541744","1824","240","false","14","sequor:VERB","12149819"
"225112","2.73695157","7.5101E-4","0.36537","0.1690103","11","211","34","false","nomino:VERB","333.53284671532845","177","33","false","0","nomino:VERB","1515581"
