"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"2775741","4.52879655","0.0","0.22080921","0.15","10","5","3","false","AP:PROPN","1542.8","2","0","false","0","AP:PROPN","144"
"2775742","3.8505406","0.00499937","0.25970379","0.00798624","9","1704","1679","false","from:ADP","88.47127468581688","25","269","false","0","from:ADP","87225765"
"2775744","3.59017031","0.03778239","0.27853832","0.00131669","10","24347","24310","false","the:DET","35.05687291589478","37","2585","false","0","the:DET","670169352"
"2775746","2.58776765","0.01141584","0.38643346","0.03076101","8","2413","391","false","come:VERB","168.24869383490073","2022","288","false","5","come:VERB","210248088"
"2775748","3.12235884","8.7819E-4","0.32027068","0.09007484","9","288","96","false","story:NOUN","423.0271739130435","192","30","false","0","story:NOUN","18008216"
"2775749","3.90611971","6.3368E-4","0.25600854","0.01238956","10","1753","1746","false","this:DET","105.94209702660407","7","253","false","0","this:DET","10253212"
"2775752","3.57856058","1.0E-8","0.27944197","0.09047619","10","20","1","false","nominate:VERB","301.8","19","4","false","0","nominate:VERB","204"
"2775753","3.79909547","4.0051E-4","0.26322055","0.0379538","10","201","65","false","President:PROPN","300.12745098039215","136","35","false","1","President:PROPN","10941467"
"2775755","3.69231856","1.8235E-4","0.27083254","0.07054329","10","355","243","false","Bush:PROPN","366.14285714285717","112","40","false","0","Bush:PROPN","3551378"
"2775757","3.87732316","3.701E-5","0.25790989","0.16067653","9","62","33","false","Tuesday:PROPN","506.1363636363636","29","8","false","0","Tuesday:PROPN","789310"
"2775758","3.65320472","0.00637095","0.27373226","0.00894501","9","2924","2902","false","on:ADP","91.08997632202052","22","446","false","0","on:ADP","112801077"
"2775761","3.27722422","1.2019E-4","0.30513628","0.10486486","9","103","30","false","individual:NOUN","593.5333333333333","73","15","false","0","individual:NOUN","2911864"
"2775762","3.25355099","0.00182701","0.30735649","0.03678859","9","606","485","false","two:NUM","205.2685185185185","121","88","false","0","two:NUM","27524087"
"2775765","3.23584906","5.5656E-4","0.3090379","0.06924134","9","183","36","false","replace:VERB","345.76377952755905","147","18","false","0","replace:VERB","11783084"
"2775766","3.6261395","0.00334989","0.27577538","0.01028483","9","7239","7227","false","to:PART","93.63807667316439","12","667","false","0","to:PART","50342003"
"2775769","4.39760441","5.0E-8","0.22739653","0.0","10","3","1","false","jurist:NOUN","85.0","2","0","false","0","jurist:NOUN","736"
"2775770","3.46894212","7.388E-5","0.28827232","0.07198068","9","56","15","false","retire:VERB","453.9782608695652","41","7","false","0","retire:VERB","1289113"
"2775773","3.67422797","3.0787E-4","0.27216602","0.07136405","9","142","44","false","court:NOUN","481.7317073170732","98","20","false","0","court:NOUN","5107761"
"2775775","4.04794714","1.374E-5","0.2470388","0.07246377","9","36","34","false","federal:ADJ","305.625","2","6","false","0","federal:ADJ","220567"
"2775778","2.96229948","0.00401649","0.33757559","0.038573","8","1030","270","false","area:NOUN","238.5382882882883","760","114","false","0","area:NOUN","62927663"
"2775779","3.32863402","0.03397049","0.30042354","0.00469438","9","7895","7713","false","in:ADP","66.79338842975207","182","1060","false","0","in:ADP","602067073"
"2775782","3.85220126","1.8253E-4","0.25959184","0.05292208","10","96","54","false","Washington:PROPN","383.32142857142856","42","14","false","0","Washington:PROPN","3155902"
"2775786","4.24800367","3.091E-5","0.23540469","0.05555556","10","10","4","false","Jennifer:PROPN","718.1","6","0","false","0","Jennifer:PROPN","493722"
"2775788","0.0","0.0","0.0","0.0","0","6","6","false","M.:PROPN","7.2","0","1","false","0","M.:PROPN","0"
"2775790","4.43643559","3.293E-5","0.22540618","0.0","9","8","7","false","Anderson:PROPN","95.5","1","1","false","0","Anderson:PROPN","561928"
"2775792","3.26008763","7.6445E-4","0.30674022","0.05886943","9","415","122","false","term:NOUN","346.0886699507389","293","48","false","0","term:NOUN","14830989"
"2775793","3.33004735","0.013004","0.30029603","0.0085846","9","3721","3700","false","for:ADP","88.34538878842676","21","541","false","0","for:ADP","161434198"
"2775795","3.74150237","0.01092387","0.26727232","0.00217236","10","10306","10275","false","a:DET","46.20265991133629","31","1408","false","1","a:DET","182041595"
