"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"4073492","3.73618176","1.9119E-4","0.26765293","0.03787879","9","34","13","false","şart:NOUN","82.9090909090909","21","1","false","0","şart:NOUN","164488"
"4073493","3.51848084","0.00141704","0.28421357","0.05992268","9","145","92","false","anne:NOUN","98.16494845360825","53","17","false","1","anne:NOUN","1382218"
"4073495","3.03854414","0.00251187","0.32910498","0.05439469","8","184","43","false","var:VERB","92.87407407407407","141","29","false","0","var:VERB","2889511"
"4073497","2.96382955","0.00803703","0.33740132","0.06183382","8","190","116","false","ama:CCONJ","96.03100775193798","74","27","false","0","ama:CCONJ","7818767"
"4073499","2.89227987","0.00782129","0.34574801","0.03898279","8","254","71","false","çalış:VERB","85.44221105527639","183","38","false","0","çalış:VERB","6956836"
"4073500","3.9484571","2.0102E-4","0.25326348","0.1","9","12","10","false","inşaat:NOUN","126.8","2","2","false","0","inşaat:NOUN","128642"
"4073502","3.64383407","0.00101645","0.27443621","0.07132132","9","40","19","false","işçi:NOUN","140.2972972972973","21","3","false","0","işçi:NOUN","736327"
"4073504","0.0","0.0","0.0","0.0","0","1","1","false","vasıfsız:ADJ","37.0","0","0","false","0","vasıfsız:ADJ","0"
"4073506","4.23714253","3.13E-6","0.23600811","0.13333333","9","6","3","false","alım:NOUN","149.66666666666666","3","0","false","0","alım:NOUN","4347"
"4073508","3.76726574","1.355E-5","0.26544451","0.01111111","9","10","5","false","öncelik:NOUN","125.7","5","0","false","0","öncelik:NOUN","15678"
"4073510","3.28597265","0.00131792","0.3043239","0.06521739","8","55","23","false","gerek:NOUN","117.67391304347827","32","6","false","0","gerek:NOUN","1146868"
"4073511","4.11393693","2.116E-4","0.24307616","0.0130719","9","19","11","false","sözleşme:NOUN","60.27777777777778","8","1","false","0","sözleşme:NOUN","178487"
"4073514","4.02984062","4.1503E-4","0.24814877","0.05335968","9","30","14","false","boy:NOUN","138.47826086956522","16","4","false","1","boy:NOUN","327398"
"4073515","4.74160732","5.4E-7","0.21089895","0.25","10","4","2","false","güzergah:NOUN","87.75","2","0","false","0","güzergah:NOUN","378"
"4073517","4.18424325","1.4226E-4","0.23899184","0.05882353","9","20","11","false","köy:NOUN","104.16666666666667","9","2","false","0","köy:NOUN","123811"
"4073519","4.23849893","0.00854117","0.23593258","0.0110784","9","523","517","false","ki:ADP","44.14685314685315","6","91","false","0","ki:ADP","8446768"
"4073522","2.79812366","0.0174519","0.35738235","0.0214252","8","544","177","false","ver:VERB","59.96319018404908","367","86","false","1","ver:VERB","15747975"
"4073524","3.40205719","1.5875E-4","0.2939398","0.06206897","9","33","9","false","seviş:VERB","94.6","24","1","false","1","seviş:VERB","162807"
"4073525","3.40443088","2.8175E-4","0.29373485","0.08770161","8","35","31","false","herkes:NOUN","125.25","4","3","false","0","herkes:NOUN","212053"
"4073527","2.80049734","0.01274353","0.35707943","0.0444539","8","370","114","false","iste:VERB","82.23605150214593","256","56","false","5","iste:VERB","12190555"
"4073529","3.60348141","0.0095191","0.27750941","0.01795065","9","281","254","false","gibi:ADP","53.337899543378995","27","29","false","0","gibi:ADP","7247814"
"4073531","3.85859613","3.7518E-4","0.25916161","0.01960784","9","19","6","false","serbest:ADJ","79.66666666666667","13","1","false","0","serbest:ADJ","362019"
"4073532","3.14196903","0.00613272","0.31827176","0.05692899","8","272","166","false","her:DET","98.96503496503496","106","34","false","0","her:DET","5864434"
"4073534","3.0394484","0.00362019","0.32900707","0.06926984","8","321","179","false","şey:NOUN","113.93650793650794","142","42","false","0","şey:NOUN","3675472"
"4073537","3.44975698","0.00109336","0.28987549","0.05902778","9","75","23","false","tartış:VERB","113.734375","52","9","false","0","tartış:VERB","1043052"
"4073538","3.76624845","6.9355E-4","0.26551621","0.06396714","9","99","68","false","ora:PRON","112.30555555555556","31","13","false","4","ora:PRON","665599"
"4073541","3.35650503","1.6894E-4","0.29792894","0.07352941","8","19","8","false","zengin:ADJ","130.05882352941177","11","1","false","0","zengin:ADJ","152441"
"4073543","0.0","0.0","0.0","0.0","0","1","1","false","hayli:ADV","17.0","0","0","false","0","hayli:ADV","0"
"4073545","3.35141856","1.383E-4","0.29838111","0.11680912","8","30","9","false","rahatla:VERB","141.5185185185185","21","3","false","0","rahatla:VERB","156334"
"4073546","3.79439358","2.761E-5","0.26354672","0.12091503","9","29","27","false","Kerem:PROPN","117.94444444444444","2","2","false","0","Kerem:PROPN","28557"
"4073548","3.23612524","6.7701E-4","0.30901153","0.07692308","8","49","10","false","teslim:NOUN","137.0","39","5","false","0","teslim:NOUN","561107"
"4073549","4.29456313","1.1386E-4","0.23285256","0.07083333","9","17","11","false","özgürlük:NOUN","133.75","6","1","false","0","özgürlük:NOUN","91286"
"4073552","3.10715497","0.01005077","0.32183783","0.0146754","8","518","435","false","et:VERB","50.272340425531915","83","74","false","0","et:VERB","8535144"
"4073554","4.27286086","0.00372253","0.23403524","0.02118977","9","351","347","false","için:ADP","57.3971119133574","4","42","false","0","için:ADP","3366007"
"4073556","3.66497118","2.9745E-4","0.27285344","0.07312253","9","25","21","false","sanki:ADV","143.65217391304347","4","2","false","0","sanki:ADV","241423"
"4073558","3.18254776","0.00460731","0.31421367","0.04623803","8","100","29","false","değiş:VERB","91.15116279069767","71","5","false","3","değiş:VERB","3893326"
"4073559","3.45235673","7.0682E-4","0.2896572","0.02816327","9","65","24","false","değişiklik:NOUN","64.78","41","8","false","0","değişiklik:NOUN","587465"
"4073561","3.36814739","9.8253E-4","0.29689912","0.06868687","9","49","11","false","seç:VERB","110.82222222222222","38","4","false","0","seç:VERB","668503"
"4073562","3.69311631","5.3749E-4","0.27077403","0.04833333","9","27","13","false","milletvekili:NOUN","133.84","14","2","false","0","milletvekili:NOUN","385018"
"4073564","4.36769526","4.4E-7","0.2289537","0.0","10","2","1","false","yeterlilik:NOUN","44.0","1","0","false","0","yeterlilik:NOUN","419"
"4073566","3.23307336","6.6961E-4","0.30930322","0.06533776","8","60","28","false","düzenle:VERB","113.0","32","9","false","0","düzenle:VERB","536937"
"4073568","3.60438567","0.00130764","0.27743979","0.03126826","9","70","36","false","madde:NOUN","84.30508474576271","34","8","false","1","madde:NOUN","1063021"
"4073570","0.0","0.0","0.0","0.0","0","1","1","false","yetmişaltı:NUM","59.0","0","0","false","0","yetmişaltı:NUM","0"
"4073572","4.5937606","8.514E-5","0.21768657","0.0","10","9","5","false","eylem:NOUN","26.444444444444443","4","0","false","0","eylem:NOUN","73671"
"4073575","4.43234995","2.4164E-4","0.22561395","0.00952381","10","15","11","false","ideolojik:ADJ","26.0","4","0","false","0","ideolojik:ADJ","229907"
"4073577","4.418673","3.68E-6","0.22631229","0.0","9","2","1","false","anarşik:ADJ","405.0","1","0","false","0","anarşik:ADJ","2050"
"4073578","3.41912513","0.06296364","0.29247248","0.00685645","8","1019","973","false","ve:CCONJ","34.70943396226415","46","141","false","0","ve:CCONJ","51954497"
"4073581","3.08692212","0.0025481","0.32394727","0.05882353","8","130","30","false","ifade:NOUN","108.27058823529411","100","16","false","0","ifade:NOUN","2212495"
"4073584","4.81406126","2.774E-5","0.20772482","0.08333333","10","9","5","false","terör:NOUN","167.33333333333334","4","0","false","0","terör:NOUN","28019"
"4073587","0.0","0.0","0.0","0.05202584","0","176","176","false","diye:ADP","81.27480916030534","0","25","false","0","diye:ADP","0"
"4073589","3.63705211","1.7048E-4","0.27494794","0.03439153","9","33","13","false","işle:VERB","87.28571428571429","20","2","false","1","işle:VERB","157698"
"4073590","4.44873969","9.559E-5","0.22478276","0.11695906","10","25","23","false","Erdoğan:PROPN","122.84210526315789","2","3","false","0","Erdoğan:PROPN","63436"
"4073592","3.80027128","3.4432E-4","0.26313911","0.04769231","8","28","14","false","suç:NOUN","89.23076923076923","14","1","false","0","suç:NOUN","298606"
"4073595","3.36532158","1.4743E-4","0.29714842","0.08333333","8","18","6","false","engel:NOUN","240.3125","12","2","false","0","engel:NOUN","153473"
"4073598","2.42217701","0.10929036","0.41285174","0.00958129","7","2149","692","false","ol:VERB","38.45733461169703","1457","358","false","27","ol:VERB","83129427"
