probability,verb,prev_layer,subj_freq,obj_freq,iobj_freq,subj_avdist,obj_avdist,iobj_avdist
0.17335471510636075,administrere:VERB,,0.6666666666666666,0.3333333333333333,0.0,0.5,-5.0,0.0
0.17335471510636075,adoptere:VERB,,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666665,-2.0,0.0
0.17335471510636075,akkompagnere:VERB,,0.6666666666666666,0.3333333333333333,0.0,2.5,-1.0,0.0
0.11830902467951517,analysere:VERB,,0.5384615384615384,0.46153846153846156,0.0,2.730769230769231,-3.0,0.0
0.10849982966866378,ane:VERB,,0.5294117647058824,0.47058823529411764,0.0,0.6111111111111112,-3.3492063492063493,0.0
0.17335471510636075,angripe:VERB,,0.6666666666666666,0.3333333333333333,0.0,1.7000000000000002,-1.4,0.0
0.17335471510636075,anke:VERB,,0.6666666666666666,0.3333333333333333,0.0,2.0,-1.0,0.0
0.17335471510636075,anklage:VERB,,0.6666666666666666,0.3333333333333333,0.0,4.5,-1.0,0.0
0.1255441306094409,ankomme:VERB,,0.5454545454545454,0.45454545454545453,0.0,0.8333333333333334,-1.2,0.0
0.135233545989651,anmelde:VERB,,0.5555555555555556,0.4444444444444444,0.0,1.6,-2.25,0.0
0.14809471266739757,anslå:VERB,,0.5714285714285714,0.42857142857142855,0.0,1.5,-6.333333333333333,0.0
0.11830902467951517,arve:VERB,,0.5384615384615384,0.46153846153846156,0.0,1.1428571428571428,-0.3333333333333333,0.0
0.16289055135470495,assosiere:VERB,,0.6000000000000001,0.4,0.0,2.75,-2.0,0.0
0.17335471510636075,avbryte:VERB,,0.3333333333333333,0.6666666666666666,0.0,1.0,-1.0,0.0
0.14344285698990097,avgjere:VERB,,0.5652173913043478,0.43478260869565216,0.0,2.076923076923077,-2.9166666666666665,0.0
0.16053959761638723,avgjøre:VERB,,0.59375,0.40625,0.0,3.9230769230769234,-3.1875,0.0
0.16289055135470498,avholde:VERB,,0.4,0.6,0.0,2.0,-1.3333333333333333,0.0
0.17335471510636075,avklare:VERB,,0.6666666666666667,0.3333333333333333,0.0,4.833333333333333,-5.0,0.0
0.16289055135470498,avlyse:VERB,,0.4,0.6,0.0,2.0,-1.3333333333333333,0.0
0.12707918327503803,avløse:VERB,,0.75,0.25,0.0,4.333333333333333,-1.0,0.0
0.17335471510636075,avsette:VERB,,0.6666666666666666,0.3333333333333333,0.0,3.5,-2.0,0.0
0.16862050621825578,avskjære:VERB,,0.625,0.375,0.0,3.0,-2.3333333333333335,0.0
0.10419373946660801,avslutte:VERB,,0.7708333333333334,0.22916666666666666,0.0,1.564516129032258,-2.909090909090909,0.0
0.16289055135470498,avvente:VERB,,0.6,0.4,0.0,1.0,-1.5,0.0
0.12707918327503803,avvikle:VERB,,0.75,0.25,0.0,3.666666666666667,-2.5,0.0
0.1804487198555443,balansere:VERB,,0.7,0.3,0.0,0.8571428571428571,-1.6666666666666667,0.0
0.1783277710874678,banke:VERB,,0.6923076923076923,0.3076923076923077,0.0,1.6666666666666667,-2.0,0.0
0.17335471510636075,basere:VERB,,0.6666666666666666,0.3333333333333333,0.0,2.25,-1.25,0.0
0.17335471510636075,bede:VERB,,0.6666666666666666,0.3333333333333333,0.0,0.125,-5.25,0.0
0.14124970639523723,bedre:VERB,,0.5625,0.4375,0.0,5.035714285714286,-1.8571428571428572,0.0
0.17335471510636075,bedyre:VERB,,0.3333333333333333,0.6666666666666666,0.0,1.0,-4.0,0.0
0.17335471510636075,begrense:VERB,,0.6666666666666666,0.3333333333333333,0.0,1.875,-2.75,0.0
0.16862050621825578,begå:VERB,,0.625,0.375,0.0,2.333333333333333,-1.6666666666666667,0.0
0.17335471510636075,bekjempe:VERB,,0.6666666666666667,0.3333333333333333,0.0,3.208333333333333,-2.0,0.0
0.16289055135470498,bekymre:VERB,,0.6,0.4,0.0,2.3333333333333335,-1.0,0.0
0.135233545989651,bemerke:VERB,,0.5555555555555556,0.4444444444444444,0.0,5.375,-7.0,0.0
0.15177794462422906,benytte:VERB,,0.5769230769230769,0.4230769230769231,0.0,2.0681818181818183,-1.8181818181818181,0.0
0.11830902467951517,bere:VERB,,0.5384615384615384,0.46153846153846156,0.0,0.8571428571428571,-2.0833333333333335,0.0
0.17335471510636075,beregne:VERB,,0.6666666666666666,0.3333333333333333,0.0,4.5,-8.0,0.0
0.11537530453471842,berge:VERB,,0.46428571428571425,0.5357142857142857,0.0,1.5,-1.2,0.0
0.16289055135470498,berøre:VERB,,0.6,0.4,0.0,1.625,-3.5,0.0
0.135233545989651,besitte:VERB,,0.5555555555555556,0.4444444444444444,0.0,1.0,-2.75,0.0
0.16862050621825578,beskylde:VERB,,0.625,0.375,0.0,2.375,-0.5,0.0
0.15555656604761817,beskytte:VERB,,0.5833333333333334,0.4166666666666667,0.0,3.416666666666667,-1.2,0.0
0.11830902467951517,besøke:VERB,,0.5384615384615384,0.46153846153846156,0.0,1.7142857142857142,-1.0,0.0
0.14809471266739757,beundre:VERB,,0.5714285714285714,0.42857142857142855,0.0,1.25,-2.0,0.0
0.11537530453471835,bevege:VERB,,0.4642857142857143,0.5357142857142857,0.0,1.8461538461538463,-1.0666666666666667,0.0
0.12707918327503803,bite:VERB,,0.75,0.25,0.0,3.5,-1.0,0.0
0.17335471510636075,bjeffe:VERB,,0.6666666666666666,0.3333333333333333,0.0,1.5,-3.0,0.0
0.17335471510636075,bla:VERB,,0.6666666666666666,0.3333333333333333,0.0,0.8333333333333334,-3.3333333333333335,0.0
0.17335471510636075,blinke:VERB,,0.6666666666666666,0.3333333333333333,0.0,6.5,-2.0,0.0
0.17335471510636075,blokkere:VERB,,0.3333333333333333,0.6666666666666666,0.0,6.0,-1.0,0.0
0.10586112438039608,blåse:VERB,,0.7692307692307693,0.23076923076923078,0.0,1.7,-1.3333333333333333,0.0
0.17335471510636075,bokse:VERB,,0.6666666666666666,0.3333333333333333,0.0,1.0,-1.0,0.0
0.17335471510636075,bortforklare:VERB,,0.3333333333333333,0.6666666666666666,0.0,8.0,-4.0,0.0
0.12707918327503803,bremse:VERB,,0.75,0.25,0.0,1.6666666666666667,-4.0,0.0
0.17335471510636075,brette:VERB,,0.3333333333333333,0.6666666666666666,0.0,1.5,-3.0,0.0
