"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"4200498","4.62995784","4.7E-7","0.21598469","0.0952381","8","7","2","false","ٹیبل:NOUN","463.14285714285717","5","0","false","0","ٹیبل:NOUN","295"
"4200499","3.82293728","1.0653E-4","0.26157897","0.15151515","7","25","8","false","راؤنڈ:NOUN","531.8181818181819","17","1","false","0","راؤنڈ:NOUN","113450"
"4200501","2.89778887","8.117E-5","0.3450907","0.16666667","6","19","6","false","مباحث:NOUN","664.0666666666667","13","3","false","0","مباحث:NOUN","91396"
"4200503","0.0","0.0","0.0","0.00979021","0","1594","1594","false","پر:ADP","47.504615384615384","0","202","false","0","پر:ADP","0"
"4200505","1.90174654","0.24907088","0.52583243","0.00254598","5","21548","2777","false","کر:VERB","24.312099969521487","18771","1619","false","606","کر:VERB","159982582"
"4200507","4.87387077","0.01034606","0.20517573","0.00795741","8","2507","2504","false","سے:ADP","44.17444029850746","3","369","false","0","سے:ADP","4140193"
"4200509","4.65112277","3.1712E-4","0.21500185","0.06078224","8","89","80","false","قبل:ADP","132.3181818181818","9","11","false","0","قبل:ADP","353482"
"4200511","3.72115633","1.4765E-4","0.26873367","0.12081633","7","98","85","false","ہم:PRON","256.08","13","13","false","0","ہم:PRON","155876"
"4200513","4.64243311","7.76E-5","0.21540429","0.2","8","8","2","false","گیم:PROPN","1127.6666666666667","6","2","false","0","گیم:PROPN","37358"
"4200514","0.0","0.0","0.0","0.0","0","3","3","false","کامن:PROPN","5.0","0","1","false","0","کامن:PROPN","0"
"4200516","0.0","0.0","0.0","0.0","0","2","2","false","ویلتھ:PROPN","6.0","0","1","false","0","ویلتھ:PROPN","0"
"4200518","2.79910522","0.00460328","0.35725702","0.03822669","6","382","126","false","کمیٹی:NOUN","150.6078431372549","256","48","false","1","کمیٹی:NOUN","4833836"
"4200520","3.65516648","0.0829815","0.27358535","0.00276962","7","8462","8446","false","کا:ADP","25.592304543593944","16","1128","false","0","کا:ADP","58255152"
"4200522","0.0","0.0","0.0","0.0","0","2","2","false","آرگنائزنگ:ADJ","82.0","0","0","false","0","آرگنائزنگ:ADJ","0"
"4200524","3.51509937","6.5604E-4","0.28448698","0.08568548","7","45","22","false","چیرمین:NOUN","245.6875","23","7","false","0","چیرمین:NOUN","883723"
"4200527","0.0","0.0","0.0","0.0","0","1","1","false","برطرف_شدہ:ADJ","32.0","0","0","false","0","برطرف_شدہ:ADJ","0"
"4200529","2.89710058","1.1238E-4","0.34517269","0.16666667","6","30","10","false","کلماڈی:PROPN","648.7777777777778","20","6","false","0","کلماڈی:PROPN","64722"
