probability,verb,prev_layer,subj_freq,obj_freq,iobj_freq,subj_avdist,obj_avdist,iobj_avdist
0.3713844118498105,간과+하+고:VERB,,0.0,0.75,0.25,0.0,9.5,11.0
0.890326026731683,갈라+아:VERB,,0.0,0.5,0.5,0.0,1.0,5.0
0.24281618002244817,강요+하+고:VERB,,0.2,0.6000000000000001,0.2,9.0,1.5,2.0
0.890326026731683,강요+하+지:VERB,,0.0,0.5,0.5,0.0,1.0,3.0
0.19325051294396572,강조+하+고:VERB,,0.13333333333333333,0.7333333333333334,0.13333333333333333,6.5,2.020833333333333,3.0
0.14304232411949536,갖+게:VERB,,0.10416666666666667,0.7916666666666666,0.10416666666666666,3.4,3.8916666666666666,4.75
0.10501047628583565,갖+고:VERB,,0.1978021978021978,0.7472527472527473,0.05494505494505495,3.1666666666666665,4.6298076923076925,7.125
0.890326026731683,겸비+하+고:VERB,,0.0,0.5,0.5,0.0,2.0,14.0
0.890326026731683,경악+하+게:VERB,,0.0,0.5,0.5,0.0,1.0,9.0
0.890326026731683,구체화+하+어:VERB,,0.0,0.5,0.5,0.0,1.0,8.0
0.890326026731683,그리+고:VERB,,0.0,0.5,0.5,0.0,1.0,5.0
0.4081187240344978,그치+지:VERB,,0.0,0.6666666666666666,0.3333333333333333,0.0,5.5,8.0
0.10562959065156236,기다리+어야:VERB,,0.0,0.9,0.1,0.0,2.875,12.0
0.24116342193906073,깨지+지:VERB,,0.25,0.25,0.5,1.0,1.0,3.5
0.890326026731683,꾸미+고:VERB,,0.0,0.5,0.5,0.0,1.0,3.0
0.890326026731683,끌+어:VERB,,0.0,0.5,0.5,0.0,1.0,8.0
0.35606591543940824,남+게:VERB,,0.0,0.7142857142857143,0.2857142857142857,0.0,5.0,8.0
0.20595402894863324,내+고:VERB,,0.14285714285714285,0.7142857142857142,0.14285714285714285,2.0,2.5,10.0
0.20595402894863316,내+지:VERB,,0.14285714285714285,0.7142857142857143,0.14285714285714285,2.0,1.0,2.0
0.890326026731683,내버리+어:VERB,,0.0,0.5,0.5,0.0,1.0,1.0
0.29759116759944004,내포+하+고:VERB,,0.08333333333333333,0.6666666666666666,0.25,1.0,6.75,9.0
0.24116342193906073,넘+고:VERB,,0.25,0.5,0.25,5.0,2.0,9.0
0.3713844118498105,넘+지:VERB,,0.0,0.75,0.25,0.0,4.0,5.0
0.18034260662645799,노력+하+어야:VERB,,0.125,0.75,0.125,11.0,6.0,6.0
0.24116342193906073,놓+고:VERB,,0.25,0.5,0.25,4.0,1.0,2.0
0.890326026731683,누리+게:VERB,,0.0,0.5,0.5,0.0,1.0,13.0
0.4081187240344978,느끼+어야:VERB,,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,4.0
0.24281618002244817,능가+하+고:VERB,,0.2,0.6000000000000001,0.2,4.0,4.5,5.0
0.24281618002244817,다니+고:VERB,,0.2,0.6000000000000001,0.2,3.0,1.0,2.0
0.890326026731683,다하+게:VERB,,0.0,0.5,0.5,0.0,1.0,8.0
0.4081187240344978,다하+고:VERB,,0.0,0.6666666666666666,0.3333333333333333,0.0,4.5,17.0
0.890326026731683,닦+게:VERB,,0.0,0.5,0.5,0.0,1.0,2.0
0.24281618002244817,담당+하+고:VERB,,0.2,0.6,0.2,10.0,1.0,3.0
0.37500801192317984,당하+고:VERB,,0.2,0.4,0.4,2.0,1.0,2.0
0.890326026731683,당황하+게:VERB,,0.0,0.5,0.5,0.0,1.0,9.0
0.1880754722150443,대+지:VERB,,0.0,0.8571428571428571,0.14285714285714285,0.0,2.0,2.0
0.890326026731683,대항+하+게:VERB,,0.0,0.5,0.5,0.0,3.0,7.0
0.890326026731683,던지+어야:VERB,,0.0,0.5,0.5,0.0,1.0,3.0
0.3713844118498105,덜+어:VERB,,0.0,0.75,0.25,0.0,1.5,3.0
0.890326026731683,도리+어:VERB,,0.0,0.5,0.5,0.0,1.0,4.0
0.890326026731683,두+ㄴ:VERB,,0.0,0.5,0.5,0.0,1.0,2.0
0.15600405331350808,두+어야:VERB,,0.1111111111111111,0.7777777777777778,0.1111111111111111,7.0,1.5714285714285714,8.0
0.2273519680506753,따르+게:VERB,,0.16666666666666666,0.6666666666666666,0.16666666666666666,5.0,2.0,4.0
0.2273519680506753,떨어지+고:VERB,,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,4.25,18.0
0.890326026731683,뚫+어:VERB,,0.0,0.5,0.5,0.0,1.0,3.0
0.15600405331350808,띠+고:VERB,,0.1111111111111111,0.7777777777777777,0.1111111111111111,7.0,3.6666666666666665,10.0
0.28786538007067525,마련+하+어:VERB,,0.09523809523809523,0.6666666666666667,0.23809523809523808,5.0,2.878787878787879,3.416666666666667
0.3713844118498105,만들+게:VERB,,0.0,0.75,0.25,0.0,1.75,5.0
0.2273519680506753,만들+고:VERB,,0.16666666666666666,0.6666666666666666,0.16666666666666666,4.0,2.25,6.0
0.17610155236419817,만들+어:VERB,,0.12244897959183673,0.7551020408163265,0.12244897959183673,2.3333333333333335,3.5732758620689653,4.3
0.28587537626398263,말하+고:VERB,,0.1,0.7,0.2,7.0,5.208333333333334,10.5
0.11812917731220664,말하+어:VERB,,0.09090909090909091,0.8181818181818181,0.09090909090909091,2.0,2.392857142857143,23.0
0.890326026731683,맺+지:VERB,,0.0,0.5,0.5,0.0,1.0,3.0
0.890326026731683,면하+게:VERB,,0.0,0.5,0.5,0.0,1.0,3.0
0.4081187240344978,무너지+어:VERB,,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,8.0
0.24116342193906073,묻+고:VERB,,0.25,0.5,0.25,1.0,1.0,4.0
0.890326026731683,발견+하+어야:VERB,,0.0,0.5,0.5,0.0,1.0,11.0
0.3713844118498105,발전+시키+어:VERB,,0.0,0.75,0.25,0.0,2.25,9.0
0.890326026731683,발전+시키+어야:VERB,,0.0,0.5,0.5,0.0,1.0,4.0
0.24116342193906073,벗어나+아:VERB,,0.25,0.5,0.25,7.0,1.0,6.0
0.2574494138210273,벗어나+지:VERB,,0.17647058823529413,0.6470588235294118,0.17647058823529413,4.333333333333333,5.277777777777778,8.333333333333334
0.24116342193906073,보유+하+고:VERB,,0.25,0.5,0.25,9.5,1.0,7.5
0.32877299260946613,보이+게:VERB,,0.16666666666666666,0.5,0.3333333333333333,1.0,2.0,6.5
0.21247934353407527,보이+지:VERB,,0.21739130434782608,0.6956521739130435,0.08695652173913043,2.6,3.0833333333333335,3.5
0.890326026731683,본뜨+고:VERB,,0.0,0.5,0.5,0.0,3.0,9.0
0.890326026731683,부리+지:VERB,,0.0,0.5,0.5,0.0,1.0,4.0
0.4081187240344978,부탁+하+어:VERB,,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,3.0
0.890326026731683,불가능+하+게:VERB,,0.0,0.5,0.5,0.0,1.0,7.0
0.12846690947268397,빼앗기+고:VERB,,0.3333333333333333,0.5,0.16666666666666666,5.5,1.5,2.0
0.4081187240344978,사용+되+지:VERB,,0.0,0.6666666666666666,0.3333333333333333,0.0,4.0,12.0
0.43731890193630657,살+아야:VERB,,0.125,0.5,0.375,2.0,1.5,2.6666666666666665
0.4081187240344978,삼+아:VERB,,0.0,0.6666666666666666,0.3333333333333333,0.0,3.5,23.0
0.24116342193906073,생각+되+지:VERB,,0.25,0.25,0.5,2.0,2.0,3.5
0.3100874183533857,생각+하+게:VERB,,0.0,0.8,0.2,0.0,2.6666666666666665,3.0
0.890326026731683,생각+하+어야:VERB,,0.0,0.5,0.5,0.0,2.0,2.0
0.37332600411301164,생각+하+지:VERB,,0.1111111111111111,0.5555555555555556,0.3333333333333333,6.0,1.4166666666666665,3.3333333333333335
0.890326026731683,쉬+고:VERB,,0.0,0.5,0.5,0.0,1.0,1.0
0.890326026731683,시키+어:VERB,,0.0,0.5,0.5,0.0,1.0,5.0
0.4081187240344978,시험+하+어:VERB,,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,4.0
0.890326026731683,실시+하+어:VERB,,0.0,0.5,0.5,0.0,1.0,10.0
0.890326026731683,심+어:VERB,,0.0,0.5,0.5,0.0,1.0,14.0
0.3388435196517823,쓰+고:VERB,,0.08695652173913043,0.6086956521739131,0.30434782608695654,2.5,2.303030303030303,2.4
0.890326026731683,안내+하+어:VERB,,0.0,0.5,0.5,0.0,1.0,2.0
0.890326026731683,안아주+고:VERB,,0.0,0.5,0.5,0.0,1.0,2.0
0.890326026731683,안전+하+게:VERB,,0.0,0.5,0.5,0.0,1.0,2.0
0.4081187240344978,앞지르+어:VERB,,0.0,0.6666666666666666,0.3333333333333333,0.0,2.5,7.0
0.890326026731683,언명+하+고:VERB,,0.0,0.5,0.5,0.0,1.0,2.0
0.4081187240344978,얻+어:VERB,,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,3.0
0.890326026731683,연관+되+어:VERB,,0.0,0.5,0.5,0.0,1.0,1.0
0.890326026731683,위협+적+이+지:VERB,,0.0,0.5,0.5,0.0,5.0,8.0
0.3100874183533857,위협+하+고:VERB,,0.0,0.8,0.2,0.0,2.5,3.0
