"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"1885698","2.77205163","0.00270611","0.36074364","0.08095238","8","1781","348","false","grăi:VERB","205.5249406175772","1433","187","false","11","grăi:VERB","30416069"
"1885699","3.69330413","0.04278909","0.27076026","0.00417593","9","13701","13638","false","și:CCONJ","51.48387884709331","63","1542","false","0","și:CCONJ","305607281"
"1885701","2.61511579","0.01249399","0.38239225","0.03650508","7","7691","1097","false","zice:VERB","131.04627539503386","6594","437","false","120","zice:VERB","124533471"
"1885703","2.49736732","0.06985078","0.40042167","0.01260112","7","9365","4104","false","fi:VERB","85.49363867684478","5261","821","false","74","fi:VERB","560826669"
"1885704","3.15278878","0.00280284","0.31717951","0.08874571","8","1177","675","false","domn:NOUN","248.35120643431637","502","167","false","2","domn:NOUN","25442368"
"1885707","3.01710079","0.00440566","0.33144402","0.03932817","8","4319","3353","false","tu:PRON","152.9431818181818","966","406","false","0","tu:PRON","43809060"
"1885709","3.23768697","3.4336E-4","0.30886247","0.13579418","8","348","138","false","milă:NOUN","374.3066666666667","210","52","false","1","milă:NOUN","3689038"
"1885711","4.05507665","4.9E-7","0.24660446","0.36666667","9","7","3","false","fiiul:NOUN","1155.1666666666667","4","1","false","0","fiiul:NOUN","9955"
"1885712","3.12991007","0.10003982","0.319498","0.00324845","9","14885","13125","false","de:ADP","46.62718582420145","1760","1793","false","1","de:ADP","796747290"
"1885715","3.34592983","0.00232124","0.29887058","0.02039886","8","910","868","false","meu:DET","110.7094017094017","42","121","false","0","meu:DET","17441243"
"1885717","3.49014491","1.4E-7","0.28652105","0.66666667","8","4","1","false","lunatic:ADJ","1022.6666666666666","3","1","false","0","lunatic:ADJ","2172"
"1885718","3.44089278","0.00150396","0.29062225","0.02496578","8","3842","3824","false","că:SCONJ","112.98612487611497","18","436","false","0","că:SCONJ","14053660"
"1885722","3.23395927","7.25E-5","0.30921849","0.17467399","8","184","35","false","păți:VERB","351.3723404255319","149","34","false","1","păți:VERB","830672"
