"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"776024","7.37260604","6.0E-8","0.13563725","0.0","13","3","1","false","наям-(се):VERB","454.0","2","0","false","0","наям-(се):VERB","257"
"776025","2.66666667","1.4E-7","0.375","0.06333333","4","27","26","false","щом:SCONJ","104.68","1","2","false","0","щом:SCONJ","338"
"776027","6.37416655","0.0021945","0.15688326","0.00162228","12","3131","3129","false","се:PRON","24.656224237427864","2","508","false","0","се:PRON","4448428"
"776029","3.40012768","0.00359335","0.2941066","0.03343824","8","168","21","false","ставам:VERB","140.83064516129033","147","18","false","0","ставам:VERB","7440606"
"776031","3.89438218","5.8856E-4","0.25678014","0.04949495","9","53","17","false","страх:NOUN","299.1333333333333","36","7","false","0","страх:NOUN","1187959"
"776032","0.0","0.0","0.0","0.03499102","0","283","283","false","ли:PART","84.59872611464968","0","36","false","0","ли:PART","0"
"776034","3.290183","0.06887956","0.30393446","0.00593484","8","4022","3293","false","аз:PRON","47.07765667574932","729","554","false","13","аз:PRON","132380636"
"776036","4.29075046","0.01133784","0.23305946","0.00408155","9","3992","3990","false","съм:AUX","36.95026455026455","2","685","false","0","съм:AUX","22245074"
"776038","5.92225848","6.0E-8","0.1688545","0.0","11","5","4","false","заек:NOUN","559.8","1","0","false","0","заек:NOUN","144"
"776039","4.9225422","0.04661827","0.20314706","0.0019744","10","6935","6918","false","на:ADP","26.293166194904973","17","1030","false","1","на:ADP","79518211"
"776041","4.28950355","1.0E-7","0.23312721","0.0","9","4","1","false","омръзне-ми:VERB","378.25","3","0","false","0","омръзне-ми:VERB","830"
"776044","4.78048089","2.0E-7","0.20918398","0.0","9","2","1","false","студувам:VERB","599.5","1","0","false","0","студувам:VERB","614"
"776045","3.78074904","0.01868351","0.26449785","0.00369841","8","3128","3119","false","да:AUX","34.32635983263598","9","463","false","0","да:AUX","33703833"
"776048","3.61512271","5.6114E-4","0.27661578","0.04658526","8","103","18","false","подам-(се):VERB","229.37313432835822","85","12","false","0","подам-(се):VERB","1405385"
"776050","5.05114201","9.0E-7","0.19797503","0.02777778","10","9","5","false","слуга:NOUN","625.3333333333334","4","0","false","0","слуга:NOUN","2391"
"776053","0.0","0.0","0.0","0.00556038","0","620","620","false","свой:PRON","38.177944862155385","0","106","false","0","свой:PRON","0"
